,title,original_title,year,date_published,genre,duration,country,production_company,actors,avg_vote,budget,usa_gross_income,worlwide_gross_income,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book
313,Right Yaaa Wrong,Right Yaaa Wrong,2010,2010-03-12,"Crime, Drama, Thriller",135,India,Ikkon Pictures,"Sunny Deol, Irrfan Khan, Isha Koppikar, Konkona Sen Sharma, Sanjay Singh, Deepal Shaw, Aryan Vaid, Ashok Samarth, Ali Haji, Parikshit Sahni, Vijay Patkar, Kamlesh Sawant, Arvind Vaidya, Shilpi Sharma, Govind Namdeo",6.4,,,$ 3948,,,,,,
314,Corrado,Corrado,2010,2010-06-29,"Action, Crime, Drama",77,USA,Taormina Films,"Tom Sizemore, Tony Curran, Johnny Messner, Frank Stallone, Michael Bailey Smith, Joseph R. Gannascoli, Edoardo Ballerini, John Fiore, Ken Kercheval, Massi Furlan, Stelio Savante, Garret Sato, Candace Elaine, Hani Naimi, Braxton Davis",3.3,$ 1100000,,,,,,,,
315,My Own Love Song,My Own Love Song,2010,2010-04-07,"Comedy, Drama",102,"France, USA",Légende Films,"Renée Zellweger, Forest Whitaker, Madeline Zima, Nick Nolte, Chandler Frantz, Elias Koteas, Annie Parisse, Julia Lashae, Bill Ladd, Tim Parati, Del Pentecost, Don Sparks, Joe Forbrich, John Henry Cox, Richmond Hoxie",5.8,$ 16000000,,$ 300849,,,,,,
316,Step Up 3D,Step Up 3D,2010,2010-08-06,"Drama, Music, Romance",107,USA,Summit Entertainment,"Rick Malambri, Adam Sevani, Sharni Vinson, Alyson Stoner, Keith Stallworth, Kendra Andrews, Stephen Boss, Martín Lombard, Facundo Lombard, Oren Michaeli, Joe Slaughter, Daniel 'Cloud' Campos, Aja George, Straphanio 'Shonnie' Solomon, Terence Dickson",6.2,$ 30000000,$ 42400223,$ 159291809,45.0,,,,,
317,Jaane Kahan Se Aayi Hai,Jaane Kahan Se Aayi Hai,2010,2010-04-09,"Comedy, Drama, Fantasy",94,India,People Tree Films,"Priyanka Chopra, Akshay Kumar, Jacqueline Fernandez, Karan Johar, Amrita Rao, Riteish Deshmukh, Farah Khan, Anvita Dutt, Satish Shah, Supriya Pilgaonkar, Sajid Khan, Ruslaan Mumtaz, Sonal Sehgal, Milap Zaveri, Vishal Malhotra",3.8,,,,,,,,,
318,Get Educated: Paathshaala,Get Educated: Paathshaala,2010,2010-04-16,"Drama, Family",122,India,Eros International,"Adil Feroz Khan, Nana Patekar, Shahid Kapoor, Ayesha Takia, Sushant Singh, Saurabh Shukla, Anjan Srivastav, Kurush Deboo, Sanatan Mody, Shraddha Arya, Kainaz Motivala, Dwij Yadav, Swini Khara, Ali Haji, Vickeey Ahhuja",4.9,,,$ 24690,,,,,,
319,Il gioco dei soldi,Casino Jack,2010,2010-12-28,"Biography, Comedy, Crime",108,Canada,An Olive Branch Productions,"Kevin Spacey, Ruth Marshall, Graham Greene, Hannah Endicott-Douglas, Barry Pepper, John Robinson, Jason Weinberg, Spencer Garrett, Yok Come Ho, Anna Hardwick, John David Whalen, Matt Gordon, Jeffrey R. Smith, Christian Campbell, Eric Schweig",6.2,$ 12500000,$ 1042959,$ 1230933,51.0,R,,,,
320,Ricomincio da zero,Crazy on the Outside,2010,2010-01-08,"Comedy, Crime",96,USA,Boxing Cat Films,"Tim Allen, Sigourney Weaver, Ray Liotta, J.K. Simmons, Julie Bowen, Kelsey Grammer, Jeanne Tripplehorn, Helen Slayton-Hughes, Kenton Duty, Daniel Booko, Karle Warren, Robert Baker, Casey Sander, Jon Gries, Malcolm Goodwin",5.5,,$ 88335,$ 88335,21.0,PG-13,,,,
321,Diario di una schiappa,Diary of a Wimpy Kid,2010,2011-07-27,"Comedy, Drama, Family",120,"USA, UK",Color Force,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn, Connor Fielding, Owen Fielding, Devon Bostick, Chloë Grace Moretz, Karan Brar, Grayson Russell, Laine MacNeil, Alex Ferris, Andrew McNee, Belita Moreno, Rob LaBelle",6.2,$ 15000000,$ 64003625,$ 76196538,56.0,PG,,,,
322,L'ordine naturale dei sogni,Cemetery Junction,2010,2010-08-20,"Comedy, Drama",95,UK,Columbia Pictures,"Tom Hughes, Ricky Gervais, Christian Cooke, Ralph Fiennes, Matthew Goode, Jack Doolan, Steve Speirs, Jessica Jones, Madeleine Dunbar, Andrew Brooke, Burn Gorman, Anne Reid, Julia Davis, Albert Welling, Katy Murphy",6.9,,,$ 2328877,,R,,,,
323,Pound of Flesh,Pound of Flesh,2010,2010,"Crime, Drama, Thriller",104,USA,Liquid Films,"Malcolm McDowell, Ashley Wren Collins, Timothy Bottoms, Whitney Able, Lilly McDowell, Taryn Southern, Angus Macfadyen, Robert Harvey, Eric Chaikin, Elizabeth Rodriguez, Jeff D'Agostino, Shahar Sorek, Emily Roche, Nichole Joor, Dee Wallace",3.1,,,,,,,,,
324,Una tragica scelta,Inhale,2010,2010-10-22,"Drama, Thriller",83,USA,26 Films,"Mia Stallard, Dermot Mulroney, Diane Kruger, Sam Shepard, Jordi Mollà, Vincent Perez, Rosanna Arquette, David Selby, Cesar Ramos, Kristyan Ferrer, Arlin Alcala, Juan Avila, Nick Banks, Richard Barela, Daniel Barela",6.6,$ 10000000,$ 4115,$ 80112,39.0,R,,,,
325,Kites,Kites,2010,2010-05-21,"Action, Drama, Romance",123,India,Bollywood Hollywood Production,"Hrithik Roshan, Kabir Bedi, Anand Tiwari, Kangana Ranaut, Steven Michael Quezada, Bárbara Mori, Luce Rains, Nicholas Brown, Yuri Suri, Clark Sanchez, Madhuri Bhatia, Ivan Brutsche, Dave Colon, Camme Tyla, Bob Brahmbhatt",6.1,INR 600000000,$ 1685269,$ 2986748,62.0,PG,,,,
326,Dog Jack,Dog Jack,2010,2010-08-29,"Drama, War",114,USA,Edward T. McDougal Films,"Louis Gossett Jr., Benjamin Gardner, Frank Kasy, Kenneth Craig, Eddie Huchro, Kevin Holmen, Joe Gandurski, Stephen Schuch, Shane Kenyon, Gregory Winston, Jeannette Blackwell, Paul Jaquith, John Corcoran, Eddie Staver, Jeffrey Boehm",4.7,$ 1500000,,,,,,,,
327,One Too Many Mornings,One Too Many Mornings,2010,2010-01-01,"Comedy, Drama",90,USA,Monkey With A Camera Productions,"Stephen Hale, Anthony Deptula, Tina Kapousis, Jonathan Shockley, Jeanette Baity, Bruce Burton, Daniel Casey, Kayleigh Duffy, Edward Flores, V.J. Foster, William Freeman, Debbie Anne Israel, Abby Miller, Julie Mitchell, Bridget Moloney",6.3,$ 150000,,,,,,,,
328,Person of Interest,Person of Interest,2010,2010-10-02,"Crime, Drama, Thriller",72,USA,Lovelymachine,"J. Reuben Appelman, Nova Tydings, Stitch Marker, Nick Corbin, Antonio Matthew Gutierrez, Jaime Irizarry, Jim Lile, Luke Massengill, Andrew Monnier, Clayton Parenti, Jason Romrell, Emily Sandifer, Fred Seidler, Jin N. Tonic",5.7,,,,,,,,,
329,Blood Done Sign My Name,Blood Done Sign My Name,2010,2010-02-19,Drama,128,USA,Real Folk Productions,"Emily Alyn Lind, Natalie Alyn Lind, Michael Rooker, Lee Norris, Ricky Schroder, Nick Searcy, Omar Benson Miller, Michael May, Susan Walters, Lela Rochon, Gattlin Griffith, Gregory Alan Williams, Nate Parker, Milauna Jackson, Mike Pniewski",6.6,$ 10000000,$ 109383,$ 109383,49.0,PG-13,,,,
330,Flying Lessons,Flying Lessons,2010,2010-02-04,Drama,104,USA,Gran Via Productions,"Maggie Grace, Cary Elwes, Jonathan Tucker, Joanna Cassidy, Christine Lahti, Hal Holbrook, Rick Gonzalez, Ian Anthony Dale, Nikki Deloach, Michael O'Neill, Maggie Castle, Alyssa de Boisblanc, Mickey Meyer, Jillian Greene",5.4,,,,,,,,,
331,Hereafter,Hereafter,2010,2011-01-05,"Drama, Fantasy, Romance",129,USA,Warner Bros.,"Cécile de France, Thierry Neuvic, Cyndi Mayo, Lisa Griffiths, Jessica Griffiths, Ferguson Reid, Derek Sakakura, Jay Mohr, Richard Kind, Matt Damon, Charlie Creed-Miles, Frankie McLaren, George McLaren, Lyndsey Marshal, Rebekah Staton",6.4,$ 50000000,$ 32746941,$ 106956330,56.0,PG-13,"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell",VISUAL EFFECTS,False,
332,"Piacere, sono un po' incinta",The Back-up Plan,2010,2010-05-14,"Comedy, Romance",104,USA,CBS Films,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson, Noureen DeWulf, Melissa McCarthy, Tom Bosley, Maribeth Monroe, Danneel Ackles, Robert Klein, Linda Lavin, Carlease Burke, Amy Block, Jennifer Elise Cox",5.4,$ 35000000,$ 37490007,$ 77477008,34.0,PG-13,,,,
333,Shadows in Paradise,Shadows in Paradise,2010,2010-02-09,Action,87,"USA, Russia",Aberto Entertainment,"Mark Dacascos, Armand Assante, Tom Sizemore, Bruce Boxleitner, Sofya Skya, Danny Trejo, Steven Bauer, Damone Williams, Christine Scott Bennett, Johnathon Freeman, Angie Hill, Igor Jijikine, Vernon Wells, Andrew Divoff, Cal Rein",3.7,,,,,,,,,
334,Odoru daisousasen the movie 3: Yatsura o kaihou seyo!,Odoru daisousasen the movie 3: Yatsura o kaihou seyo!,2010,2010-07-03,Drama,141,Japan,Fuji Television Network,"Yûji Oda, Eri Fukatsu, Yûsuke Santamaria, Atsushi Itô, Yuki Uchida, Kôtarô Koizumi, Sôichirô Kitamura, Takehiko Ono, Satoru Saitô, Kenta Satoi, Susumu Kobayashi, Masahiro Kômoto, Shun'ya Tôyama, Shigemitsu Ogi, Susumu Terajima",5.5,,,$ 85347374,,,,,,
335,I numeri dell'amore,An Invisible Sign,2010,2011-04-29,"Comedy, Drama, Family",96,USA,J2 Pictures,"Jessica Alba, Chris Messina, Sônia Braga, John Shea, J.K. Simmons, Sophie Nyweide, Bailee Madison, Marylouise Burke, Ashlie Atkinson, Crystal Bock, Mackenzie Milone, Ian Colletti, Jake Siciliano, Stephanie DeBolt, Joanna Adler",5.4,,$ 1279,$ 51138,23.0,PG-13,,,,
336,Alfa & Omega,Alpha and Omega,2010,2010-09-17,"Animation, Adventure, Comedy",90,"USA, India, Canada",Lions Gate Family Entertainment,"Justin Long, Hayden Panettiere, Dennis Hopper, Danny Glover, Larry Miller, Eric Price, Vicki Lewis, Christina Ricci, Chris Carmack, Brian Donovan, Kevin Sussman, Maya Kay, Christine Lakin, Marilyn Tokuda, Eric Lopez",5.2,$ 20000000,$ 25107267,$ 50507267,36.0,PG,,,,
337,London Boulevard,London Boulevard,2010,2011-06-10,"Crime, Drama",103,"USA, UK",GK Films,"Colin Farrell, Keira Knightley, David Thewlis, Anna Friel, Ben Chaplin, Ray Winstone, Eddie Marsan, Sanjeev Bhaskar, Stephen Graham, Ophelia Lovibond, Jamie Campbell Bower, Velibor Topic, Lee Boardman, Alan Williams, Jonathan Cullen",6.2,$ 25000000,$ 16075,$ 8307227,52.0,R,,,,
338,Una proposta per dire sì,Leap Year,2010,2010-04-09,"Comedy, Romance",100,"USA, Ireland",Universal Pictures,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott, Mark O'Regan, Maggie McCarthy, Peter O'Meara, Macdara Ó Fátharta, Kaitlin Olson",6.5,$ 19000000,$ 25918920,$ 32686500,33.0,PG,,,,
339,Womb,Womb,2010,2012-08-31,"Drama, Romance, Sci-Fi",111,"Germany, Hungary, France",Razor Film Produktion GmbH,"Eva Green, Matt Smith, Lesley Manville, Peter Wight, István Lénárt, Hannah Murray, Ruby O. Fee, Tristan Christopher, Jesse Hoffmann, Natalia Tena, Ella Smith, Wunmi Mosaku, Alexander Goeller, Adrian Wahlen, Gina Stiebitz",6.4,EUR 3660000,,$ 36257,48.0,,,,,
340,One in the Gun,One in the Gun,2010,2010,Thriller,92,USA,Manmade Entertainment Productions,"Steven Man, Katherine Randolph, Steven Bauer, Stephen W. Williams, Robert Davi, James Russo, Robert Donavan, Esther Goodstein, Chriss Anglin, Kristina Coolish, Chance Dean, Dana Fares, Paul Gebeau, Khris Kaneff, Jennifer Pennington",3.8,,,,,,,,,
341,Tic,Tic,2010,2010,"Action, Crime, Thriller",97,USA,Ocean Entertainment Group,"Lennie James, Treva Etienne, Gary McDonald, Tina Casciani, Courtney Hope, Daniele Favilli, Tish Graves-Dawkins, Erik Saari, James C. Burns, Gabriel John Abano, Veronica Alicino, Richard Allum, Louis Altomari, Howard Antony, Janine Barris",4.2,$ 200000,,,,,,,,
342,Il regno di Ga'Hoole - La leggenda dei guardiani,Legend of the Guardians: The Owls of Ga'Hoole,2010,2010-10-29,"Animation, Action, Adventure",97,"USA, Australia",Warner Bros.,"Emily Barclay, Abbie Cornish, Essie Davis, Adrienne DeFaria, Joel Edgerton, Deborra-Lee Furness, Sacha Horler, Bill Hunter, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Helen Mirren, Sam Neill, Barry Otto, Richard Roxburgh",6.9,$ 80000000,$ 55675313,$ 140073390,53.0,PG,,,,
343,Stacy's Mom,Stacy's Mom,2010,2010-07-01,Comedy,85,USA,Monumental Features,"Brittney Powell, Logan Manus, Jesse Stevenson, Rashad Monson, Mario Cassem, Haley Fite, Dennis Haskins, Roy Werner, Judson Mills, Lisa Lynch, Joey Diaz, B.J. Britt, Adrian Neil, Alissa Anderegg, Ambrosia Kelley",3.4,$ 500000,,,,,,,,
344,Cupid's Arrow,Cupid's Arrow,2010,2010,"Comedy, Drama",85,USA,Sequoia Green,"C. Thomas Howell, Chandler Rylko, Najarra Townsend, Cassidy Gard, Benjamin Seay, Jeremy Radin, Aris Alvarado, Joel Harold, Joseph Harold, Parker Young, Howard M. Lockie, Brian D. Woods, Soshi, Lindsay Zillgitt, Tara Akinlose",3.6,$ 1000000,,,,,,,,
345,Hard Breakers,Hard Breakers,2010,2010-12-08,Comedy,99,USA,Oceanfront Productions,"Cameron Richardson, Sophie Monk, Chris Kattan, Tom Arnold, Bobby Lee, Adam Gregory, Lochlyn Munro, Sticky Fingaz, Scott Elrod, Ian Duncan, Tia Carrere, Christopher Backus, Jeremiah Birkett, Alexis Arquette, Jeff Chase",2.7,,,,,R,,,,
346,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,2010-09-10,"Action, Adventure, Horror",96,"Germany, France, Canada, UK, China, USA",Screen Gems,"Milla Jovovich, Ali Larter, Kim Coates, Shawn Roberts, Sergio Peris-Mencheta, Spencer Locke, Boris Kodjoe, Wentworth Miller, Sienna Guillory, Kacey Clarke, Norman Yeung, Fulvio Cecere, Raymond Olubawale, Christopher Kano, Tatsuya Goke",5.8,$ 60000000,$ 60128566,$ 300228084,37.0,R,,,,
347,Henry's Crime,Henry's Crime,2010,2011-01-14,"Comedy, Crime, Drama",108,USA,Company Films,"Keanu Reeves, Judy Greer, Fisher Stevens, Danny Hoch, Bill Duke, Drew McVety, Tim Snay, James Caan, Carlos Pizarro, Chris Cardona, Mark R. Anthony, Brian Rogalski, Steve Beauchamp, Vera Farmiga, Allel Aimiche",6.0,$ 12000000,$ 102541,$ 2169799,49.0,R,,,,
348,Frankie & Alice,Frankie & Alice,2010,2014-08-12,"Biography, Drama",101,Canada,Access Motion Pictures,"Halle Berry, Stellan Skarsgård, Phylicia Rashad, Chandra Wilson, Alex Diakun, Joanne Baron, Brian Markinson, Matt Frewer, Rosalyn Coleman, Sean Tyson, Melanie Papalia, Kira Clavell, Joey Bothwell, Adrian Holmes, James Kirk",6.5,,$ 706546,$ 706546,47.0,R,,,,
349,Urgency,Urgency,2010,2015-01-23,Action,86,USA,,"Craig Barnett, Shaun T. Benjamin, Kasan Butcher, Luciana Carro, Chira Cassel, John Colton, Jeffrey Combs, Mistii Comeau, Leon Dawes, Saladin Florence, John Garnett, Brian Austin Green, Larry Hanes, Charles Hutchins, Clint Jung",2.6,$ 200000,,,,,,,,
350,Beneath the Blue,Beneath the Blue,2010,2010,Drama,92,USA,Paradise Productions,"Caitlin Wachs, Samantha Jade, George Harris, Paul Wesley, Ivana Milicevic, Leah Eneas, David Keith, Christine Adams, Eva-Jean Sophia Young, Bella King, Christopher Herrod, Michelle Sellers, Officer Michael, Jane Wall, Michael Ironside",5.3,$ 2500000,,,,,,,,
351,Gli occhi del mistero,Zwart water,2010,2010-03-11,Horror,112,"Netherlands, Belgium",Accento Films,"Hadewych Minis, Barry Atsma, Isabelle Stokkel, Charlotte Arnoldy, Steven Boen, Warre Borgmans, Philippe Colpaert, Els Dottermans, Marc Lauwrys, Viviane de Muynck, Bart Slegers, Lisa Smit, Tibo Vandenborre",5.6,,,$ 138381,,,,,,
352,The Big I Am,The Big I Am,2010,2010-04-08,"Crime, Drama, Thriller",105,UK,Cinematic Productions,"Leo Gregory, Vincent Regan, Beatrice Rosen, Phil Davis, MC Harvey, Michael Madsen, Paul Kaye, Steven Berkoff, Robert Fucilla, Jâms Thomas, Dyfrig Morris, Doug Ballard, Greg Kowalski, Bronagh Gallagher, Steffan Rhodri",5.3,$ 5000000,,,,,,,,
353,No Greater Love,No Greater Love,2010,2010-05-14,"Drama, Romance",109,USA,Lionsgate,"Anthony Tyler Quinn, Danielle Bisutti, Jay Underwood, Seth Axen, Eric Bivens-Bush, Michelle DeLynn, Travis Herche, Lynn Howerton, Dallas Johnson, Christine Mawhorter, Spurgeon Rice, Aaron Sanders, Cameron Sanders, Maricel Schneider, Alexis Boozer Sterling",6.0,,,,,,,,,
354,In viaggio con una rock star,Get Him to the Greek,2010,2011-07-08,"Comedy, Music",109,USA,Universal Pictures,"Russell Brand, Rose Byrne, Tyler McKinney, Zoe Salmon, Lino Facioli, Lars Ulrich, Mario Lopez, Pink, Billy Bush, Kurt Loder, Christina Aguilera, Colm Meaney, Ray Siegle, Chad Cleven, Jonathan Chris Lopez",6.4,$ 40000000,$ 60974475,$ 91720255,65.0,R,,,,
355,Fuori controllo,Edge of Darkness,2010,2010-03-19,"Action, Crime, Drama",117,"UK, USA",Warner Bros.,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic, Shawn Roberts, David Aaron Baker, Jay O. Sanders, Denis O'Hare, Damian Young, Caterina Scorsone, Frank Grillo, Wayne Duvall, Gbenga Akinnagbe, Gabrielle Popa, Paul Sparks",6.6,$ 80000000,$ 43313890,$ 81126522,55.0,R,,,,
356,Il debito,The Debt,2010,2011-09-16,"Drama, Thriller",113,"USA, UK, Hungary, Israel",Miramax,"Helen Mirren, Tom Wilkinson, Ciarán Hinds, Romi Aboulafia, Tomer Ben David, Ohev Ben David, Jonathan Uziel, Elana Kivity Davenport, Eli Zohar, Irén Bordán, Jessica Chastain, Marton Csokas, Sam Worthington, Jesper Christensen, Brigitte Kren",6.8,$ 20000000,$ 31177548,$ 45636368,65.0,R,,,,
357,Aashayein,Aashayein,2010,2010-08-27,Drama,120,India,Percept Picture Company,"John Abraham, Anaitha Nair, Girish Karnad, Farida Jalal, Prateeksha Lonkar, Ashwin Chitale, Sonal Sehgal, Vipin Bhali, Poonam Chitale, Arjun Dhanraj, Keshav Dhanraj, Elahe Hiptoola, Vikram Inamdar, Dixita Jain, Nagesh Kukunoor",7.1,,,$ 3836,,,,,,
358,Isolerad,Isolerad,2010,2012-06-29,"Mystery, Thriller",75,Sweden,Film i Väst,"Emil Johnsen, Ylva Gallon, Peter Stormare, Margreth Weivers, Örjan Landström, Marie Delleskog, Lars Väringer, Bo Wettergren, Eric Stern, Daniel Adolfsson, Victoria Brattström, Tone Helly-Hansen, Göran Lundborg, Olle Wirenhed",5.9,,,$ 7179,,,,,,
359,Caller ID,Caller ID,2010,2018-01-15,"Sci-Fi, Thriller",98,USA,Master Cylinder Media,"Triton King, Denny Kirkwood, Nathan Bexton, James Duval, Anne Girard, Peter Greene, Douchan Gersi, Carrie Hayes, Roxy Saint, Elissa Dowling, John Cho, Will De Los Santos, Rochelle Bassarear, Burle Avant, Tahitia Hicks",4.1,,,,,,,,,
