,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company_x,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors_y
31,Ex Machina,Ex Machina,2014,2015.7.30,"Drama, Sci-Fi, Thriller",108,UK,English,Alex Garland,Alex Garland,A24,7.7,"$15,000,000 ","$36,869,414 ",78,R,"Alicia Vikander, Oscar Isaac, Domhnall Gleeson, Sonoya Mizuno, Claire Selby, Symara A. Templeman, Corey Johnson, Gana Bayarsaikhan, Tiffany Pisani, Elina Alminas, Chelsea Li"
32,Tower Heist - Colpo ad alto livello,Tower Heist,2011,2011.11.25,"Action, Comedy, Crime",104,USA,"English, Spanish, Chinese",Brett Ratner,"Adam Cooper, Bill Collage",Universal Pictures,6.2,"$75,000,000 ","$152,930,623 ",59,PG-13,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Stephen McKinley Henderson, Judd Hirsch, Michael Peña, Gabourey Sidibe, Nina Arianda, Marcia Jean Kurtz, Juan Carlos Hernández, Harry O'Reilly, Peter Van Wagner, Téa Leoni, Zeljko Ivanek, Lynne Rossetto Kasper, Annika Pergament, Clem Cheung, Robert Downey Sr., Max Russell Pratts, Nathan Malnik, Spencer Malnik, Jardo Malnik, Julie Vilanova, Cynthia Patsos, Kate Upton, Marilyn Kim, Judianny Compres, Omar Nicodemo, Dylan Ratigan, Allie Woods Jr., Johnny Tran, Monika Plocienniczak, James Colby, Edward Noone, Frank Pesce, Annie Park, Christina Calph, Kevin Pariseau, Desmin Borges, Jessica Szohr, Brian Distance, Village, Les Papp II, Michael Stratton, Christopher Arocho Rivaro, Craig ""Radioman"" Castaldo, Dwight 'Heavy D' Myers, Veronika Korvin, Robert Clohessy, Jan Owen, Lucky Park, Robert Christian, Mark Philip Patrick, Paul R. Hickert, Kelvin Davis, Chris Breslin, Ty Jones, Ted Lochwyn, Madison Knopp, Troy Hall, Julie T. Pham, Bojun Wang, Juanita Howard, Bob Roseman"
33,I Puffi,The Smurfs,2011,2011.9.16,"Animation, Adventure, Comedy",103,"USA, Belgium, Canada",English,Raja Gosnell,"J. David Stem, David N. Weiss",Columbia Pictures,5.4,"$110,000,000 ","$563,749,323 ",30,PG,"Neil Patrick Harris, Sofía Vergara, Jayma Mays, Tim Gunn, Jonathan Winters, Katy Perry, Alan Cumming, Fred Armisen, George Lopez, Paul Reubens, Anton Yelchin, Kenan Thompson, Jeff Foxworthy, John Oliver, Wolfgang Puck, Gary Basaraba, B.J. Novak, Tom Kane, John Kassir, Joel McCrary, Frank Welker, Madison McKinley, Meg Phillips, Julie Chang, Roger Clark, Mark Doherty, Minglie Chen, Sean Kenin, Victor Pagan, Mahadeo Shivraj, Adria Baratta, Paula Pizzi, Andrew Sellon, Julianna Rigoglioso, Daria Rae Figlio, Bradley Gosnell, Heidi Armbruster, Finnerty Steeves, John Speredakos, Skai Jackson, Alex Hall, Eric Redgate, Jojo Gonzalez, Scotty Dillin, Tyree Michael Simpson, Sean Ringgold, Mario D'Leon, Liz Smith, Tom Colicchio, Michael Musto, Joan Rivers, Olivia Palermo, Julia T. Enescu, Lauren Waggoner, Mr. Krinkle, Hank Azaria"
35,Professione assassino,The Mechanic,2011,2011.8.24,"Action, Thriller",93,USA,English,Simon West,"Richard Wenk, Lewis John Carlino",CBS Films,6.6,"$40,000,000 ","$76,130,093 ",49,R,"Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn, Mini Anden, Jeff Chase, James Logan, Christa Campbell, Jeffrey Chase, Eddie J. Fernandez, Joshua Bridgewater, John McConnell, Eddie Fernandez, Joel Davis, Mark Anthony Nutter, Ardy Brent Carlson, Lara Grice, Lance E. Nichols, J.D. Evermore, Ada Michelle Loridans, Linzzi Zaorski, Dawn Neufeld, Molly Rosenblatt, Bill Scharpf, John Teague, David Leitch, Jennifer Ortega, LaTeace Towns-Cuellar, Paul Abraham, David Dahlgren, Stuart Greer, Kasia Wolejnio, Larrel France, Danny Cosmo Higginbottom, Derek Schreck, Choop Hunyup"
36,Prince of Persia - Le sabbie del tempo,Prince of Persia: The Sands of Time,2010,2010.5.19,"Action, Adventure, Fantasy",116,USA,English,Mike Newell,"Boaz Yakin, Doug Miro",Walt Disney Pictures,6.6,"$200,000,000 ","$336,365,676 ",50,PG-13,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint, Toby Kebbell, Richard Coyle, Ronald Pickup, Reece Ritchie, Gísli _rn Garðarsson, Claudio Pacifico, Thomas DuPont, David Pope, Domonkos Pardanyi, Massimilano Ubaldi, Vladimir Furdik, Christopher Greet, William Foster Jr., Eilliot James Neale, Selva Rasalingham, Daud Shah, Daisy Doidge-Hill, Charlie Banks, Jesse Mathews, Rohan Siva, Dimitri Andreas, Stephen Pope, Trampas Thompson, Joseph Beddelem, Rachid Abbad, Farzana Dua Elahe, Aziz El Kibachi, Simon De Selva, Felix Augusto Quadros"
37,"Ave, Cesare!","Hail, Caesar!",2016,2016.3.10,"Comedy, Drama, Music",106,"USA, UK, Japan",English,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",Universal Pictures,6.3,"$22,000,000 ","$63,647,656 ",72,PG-13,"Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill, Frances McDormand, Channing Tatum, Scarlett Johansson, Alden Ehrenreich, Christopher Lambert, Veronica Osorio, Heather Goldenhersh, Alison Pill, Max Baker, Fisher Stevens, Patrick Fischler, Tom Musgrave, David Krumholtz, Greg Baldwin, Patrick Carroll, Fred Melamed, John Bluthal, Alex Karpovsky, Aramazd Stepanian, Allan Havey, Robert Pike Daniel, Robert Picardo, Ian Blackman, Geoffrey Cantor, Robert Trebor, Michael Yama, Ming Zhao, Basil Hoffman, Luke Spencer Roberts, Ralph P. Martin, James Austin Johnson, Noah Baron, Timm Perry, Noel Conlon, Natasha Bassett, Richard Abraham, Jon Daly, Dennis Cockrum, Clancy Brown, Mather Zickel, Tiffany Lonsdale, Clement von Franckenstein, Wayne Knight, Jeff Lewis, Kyle Bornheimer, Josh Cooke, Peter Jason, Stephen Ellis, Jillian Armenante, Jacob Witkin, Jack Huston, Agyness Deyn, Emily Beecham, Benjamin Beatty, J.R. Horne, Caitlin Muelder, E.E. Bell, Kate Morgan Chadwick, Brian Michael Jones, Peter Banifaz, Clifton Samuels, K.C. Reischerl, Jeremy Davis, Marcos Ochoa, Colin Bradbury, Ryan Breslin, Tyler Hanes"
38,Unstoppable - Fuori controllo,Unstoppable,2010,2010.11.12,"Action, Thriller",98,USA,English,Tony Scott,Mark Bomback,Twentieth Century Fox,6.8,"$100,000,000 ","$167,805,466 ",69,PG-13,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee, Kevin Dunn, Kevin Corrigan, Kevin Chapman, Lew Temple, T.J. Miller, Jessy Schram, David Warshofsky, Andy Umberger, Elizabeth Mathis, Meagan Tandy, Dylan Bruce, Jeff Hochendoner, Ryan Ahern, Christopher Lee Philips, Kevin McClatchy, Toni Saladna, Patrick F. McDade, Bill Laing, Scott A. Martin, Richard Pelzman, Lissa Brennan, Barry Ben Sr., Carla Bianco, Keith Michael Gregory, L. Derek Leonidoff, Aisha Hinds, Khalio Walker, Gilda Estelle Chestney, Kam Bott, Kevin Bott, Max Schuler, Gretchen Bluemle, Diane Jonardi, Corey Parker Robinson, Christopher Stadulis, Alicia Murton, David Flick, Jeff Wincott, Nathan Hollabaugh, Rebecca Harris, Heather Leigh, Rick Chambers, William R. Ward III, Jennifer Boresz, Mike Clark, Tom Stoviak, Ellen Gamble, Shelby Camptella, Adrienne Wehr, Victor Gojcaj, Maxx Hennard, Joe Coyle, Dihlon McManne, Charles Van Eman, Joshua Elijah Reese, John D. Leonard, Riley Thomas Stewart, Jeremiah Fragale, Jason McCune, Adam Kroloff, Jake Andolina, Jarrod DiGiorgi, Tami Dixon, Sean Derry, Amy Arce, Matt Cates, Chase Ellison, Juan M. Fernandez, Steven Gonzales, Rick Rader, Carly Steel, Warren Sweeney, Stephen Monroe Taylor, Stephen Nelson"
39,"Molto forte, incredibilmente vicino",Extremely Loud & Incredibly Close,2011,2012.5.23,"Adventure, Drama, Mystery",129,USA,English,Stephen Daldry,"Eric Roth, Jonathan Safran Foer",Warner Bros.,6.9,"$40,000,000 ","$55,247,881 ",46,PG-13,James Gandolfini
40,The Tree of Life,The Tree of Life,2011,2011.5.18,"Drama, Fantasy",139,USA,English,Terrence Malick,Terrence Malick,Cottonwood Pictures,6.8,"$32,000,000 ","$58,409,247 ",85,PG-13,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken, Laramie Eppler, Tye Sheridan, Fiona Shaw, Jessica Fuselier, Nicolas Gonda, William Wallace, Kelly Koonce, Bryce Boudoin, Jimmy Donaldson, Will Wallace, Kameron Vaughn, Cole Cockburn, Dustin Allen, Brayden Whisenhunt, Joanna Going, Irene Bedard, Finnegan Williams, Michael Koeth, John Howell, Nicolas Gonad, Samantha Martinez, Savannah Welch, Tamara Jolaine, Julia M. Smith, Anne Nabors, Christopher Ryan, Julia Smith, Tyler Thomas, Michael Showers, Kim Whalen, Margaret Ann Hoard, Wally Welch, Hudson Long, Michael Dixon, William Hardy, Tommy Hollis, Cooper Franklin Sutherland, John Cyrier, Erma Lee Alexander, Nicholas Yedinak, Claire Oelkers, Thomas Pavlechko"
41,Ant-Man,Ant-Man,2015,2015.8.12,"Action, Adventure, Comedy",117,USA,English,Peyton Reed,"Edgar Wright, Joe Cornish",Gary Sanchez Productions,7.3,"$130,000,000 ","$519,311,965 ",64,PG-13,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Michael Peña, Hayley Atwell, Bobby Cannavale, Judy Greer, David Dastmalchian, Wood Harris, John Slattery, Jordi Molla, T.I., Abby Ryder Fortson, Gregg Turkington, Martin Donovan, Vanessa Ross, Sam Medina, Bari Suzuki, Joe Chrest, P.T., Rod Hallett, Kourtney Shales, Zack Duhame, Alphonso A'Qen-Aten Jackson, Christina July Kim, Carlos Aviles, Aaron Saxton, Raul Colon, Fred Galle, Jim R. Coleman, Robert Crayton, Desmond Phillips, Steven Wiig, Laidee P. Jas, Leilani Amour Arenzana, Mahal Montoya, Bradley Bowen, Adam Reeser, Chace Beck, Jessejames Locorriere, Joe Bucaro III, Etienne Vick, Erik Betts, Kimberly Tran, Michael Zovistoski, Amor Owens, Walter Hendrix, III, Joel Hebner, Jonathan Roger Neal, DuRa Brown, Erick Wofford, Neal Genys, Zamani Wilder, Teddy Williams, Chuck David Willis, Hayley Gagner, Garrett H. Dumas, Mike Benitez, Scott Ledbetter, Kylen Davis, Richard Pis, Thomas Dalby, Fernando Martínez, Jonathan S. Kennedy, Shafayat Ahmed, Jason Speer, Diego Ward, Blake Sewell, Steve Warky Nunez, Larry Kitagawa, Debi Kimsey, Cesar Mendoza, Kevin Buttimer, Benito M. Selim, Ray Benitez, Tahseen Ghauri, Bobby Ysip, Lori D. Dotson, Brian Gonzalez, Michael A. Cook, Matthew Sleepy Davis, Sean Boncato, Brian H. Kim, Ed Moye, Joseph Craig"
42,L'ultimo dei Templari,Season of the Witch,2011,2011.6.15,"Action, Adventure, Fantasy",95,USA,"English, Latin",Dominic Sena,Bragi F. Schut,Atlas Entertainment,5.4,"$40,000,000 ","$91,627,228 ",28,PG-13,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robbie Sheehan, Robert Sheehan, Christopher Lee, Kevin Rees, Andrew Hefler, Fernanda Dorogi, Rebekah Kennedy, Matt Devere, Róbert Bánlaki, Barna Illyés, Kevin Killebrew, Simone Kirby, Elen Rhys, Nick Sidi, Rory McCann, Nicola Sloane, Brian F. O'Byrne, Ada Michelle Loridans, Lisa Marie Dupree, Gergely Horpácsi, László Imre, Norbert Kovács, Zsolt Magyari, Stephen Campbell-Moore, Stephen Campbell Moore"
43,Atlas Shrugged: Part I,Atlas Shrugged: Part I,2011,2011.4.15,"Drama, Mystery, Sci-Fi",97,USA,English,Paul Johansson,"Brian Patrick O'Toole, John Aglialoro",Atlas Productions,5.6,"$20,000,000 ","$4,627,375 ",28,PG-13,"Taylor Schilling, Grant  Bowler, Matthew Marsden, Edi Gathegi, Paul Johansson, Jsu Garcia, Graham Beckel, Jon Polito, Patrick Fischler, Rebecca Wisocky, Michael Lerner, Neil Barry, Christina Pickles, Joel McKinnon Miller, Armin Shimerman, Navid Negahban, Armin Shimmerman, Craig Tsuyumine, Steven Chester Prince, Annabelle Gurwitch, Jan Morris, Ethan Cohn, Christopher Mur, Jack Milo, Matt O'Toole, David Goryl, Nikki Klecha, Daisy McCrackin, David Doty, Rob Brownstein, Sylva Kelegian, June Squibb, Michael O'Keefe, Mercedes Connor, Josephine Rene, Olivia Presley, Clay Bunker, January Welsh, Latasha Muhammad, Frank Cassavetes, Maia Tarin, Geoffrey Pierson, Derric Nugent, Jeff Cockey, Travis Seaborn, Marissa Welsh, Ron Provencal, Christopher Karl Johnson, Katherine M. O'Connor, Kim Swennen, Mel Fair, Mandy June Turpin, David Sabee"
44,The Losers,The Losers,2010,2010.7.23,"Action, Adventure, Crime",97,"USA, France",English,Sylvain White,"Peter Berg, James Vanderbilt",Warner Bros.,6.3,"$25,000,000 ","$29,397,654 ",44,PG-13,"Jeffrey Dean Morgan, Zoe Saldana, Chris Evans, Idris Elba, Columbus Short, Oscar Jaenada, Jason Patric, Holt McCallany, Peter Macdissi, Peter Francis James, Tanee McCall, Mark Ginther, Daniel Kalal, Colin Follenweider, Garrett Warren, Rey Hernandez, Ernesto Morales, Evan Miranda, Noel Estrella, Gunner Wright, Robert Slavonia, Debbie Ann Rivera, Kirk Sullivan, Marcos Davila, Alanis M. Salinas, Manuel O. Velazquez, Thomas R. Nunan III, John Galindez, Lindsey Sutton, Alan J. Trudeau, Rafael Lopez Diaz, Norman Grant, Krissy Korn"
45,Libera uscita,Hall Pass,2011,2011.6.15,"Comedy, Romance",105,USA,English,"Bobby Farrelly, Peter Farrelly","Pete Jones, Peter Farrelly",New Line Cinema,5.8,"$36,000,000 ","$86,157,237 ",45,R,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate, Nicky Whelan, Richard Jenkins, Stephen Merchant, Alexandra Daddario, Bruce Thomas, Tyler Hoechlin, Derek Waters, Alyssa Milano, Larry Joe Campbell, Rob Moran, Lauren Bowles, Christa Campbell, Macsen Lintz, Kristin Carey, Joy Behar, Carly Craig, Kaliko Kauahi, Landon T. Riddle, Halli-Gray Beasley, JB Smoove, Vanessa Angel, Andrew Wilson, Dan Murphy, Al Wisne, Michael S. Meldman, Susan Sandberg, Dwight Evans, Shannon Leade, Gerard G. Williams, Gordon Danniels, Jamie Lee, Quynh Thi Le, Robert Flaherty, Matt Fairbairn, Doris Morgado, Maria Duarte, Thaddeus Rahming, Rich Brown, Jeff Norton, Terry Mullany, Brian Mone, Taylor Treadwell, Craig X. Scott, Kathryn Kim, Richard Melton, Edward Barbanell, Romy Wang, Suki Frick, Soon Yup Han, Cristina Nardozzi, Ezra Neo Dierking, Christina Nardozzi, Bo Burnham, Mike Cerrone, Zen Gesner, Kristyl Dawn Tift, Daniel Greene, Patricia French, Bob Weekes, Stella Barrow, Willie Barrow, Jikker Barrow, Ron Brown, Meredith Oliver Oglesby, Candice Ozechowski, Lee Anne Freeman, Christina Avalos, Igor Vovkovinskiy, Chloe Snyder, Kathy Griffin, Anna Byers, Wen Yann Shih, Tom Choi, Juan Qian, Jesse Farrelly"
46,I Croods,The Croods,2013,2013.3.21,"Animation, Action, Adventure",98,USA,English,"Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco",DreamWorks Animation,7.2,"$135,000,000 ","$587,204,668 ",55,PG,"Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Clark Duke, Cloris Leachman, Randy Thom, Chris Sanders, Alan Silvestri"
47,Red Tails,Red Tails,2012,2012.1.20,"Action, Drama, History",125,USA,"English, Italian, German",Anthony Hemingway,"John Ridley, John Ridley",Twentieth Century Fox,5.9,"$58,000,000 ","$50,365,498 ",46,PG-13,"Terrence Howard, Cuba Gooding Jr., Bryan Cranston, Nate Parker, David Oyelowo, Tristan Wilds, Method Man, Lee Tergesen, Ne-Yo, Elijah Kelley, Andre Royo, Kevin Phillips, Leslie Odom Jr., Marcus T. Paulk, Michael B. Jordan, Lars Van Riesen, Rick Otto, Daniela Ruah"
49,Silence,Silence,2016,2017.1.12,"Drama, History",161,"USA, UK, Taiwan, Japan, Mexico, Italy","English, Japanese, Latin",Martin Scorsese,"Jay Cocks, Martin Scorsese",SharpSword Films,7.2,"$46,000,000 ","$23,834,809 ",79,R,"Liam Neeson, Adam Driver, Andrew Garfield, Issei Ogata, Tadanobu Asano, Ciarán Hinds, Yôsuke Kubozuka, Yoshi Oida, Shin'ya Tsukamoto"
50,Something Borrowed - L'amore non ha regole,Something Borrowed,2011,2011.5.6,"Comedy, Drama, Romance",112,USA,English,Luke Greenfield,"Jennie Snyder Urman, Emily Giffin",Alcon Entertainment,5.9,"$35,000,000 ","$65,100,369 ",36,PG-13,"Kate Hudson, Ginnifer Goodwin, Colin Egglesfield, John Krasinski, Ashley Williams, Steve Howey, Geoffrey Pierson, Jill Eikenberry, Jonathan Epstein, Leia Thompson, Sarah Baldwin, Mark La Mura, Lindsay Ryan, Kirsten Day, Christopher Peuler, Herb Lieberz, Jimmy Palumbo, Mary O'Rourke, Marina Hirschfeld, Tim Dunavant, Neil Poyner, P.T. Walkley, Scott Hollingsworth, Nicky Kulund, Jared Schlemovitz"
51,Suburbicon,Suburbicon,2017,2017.12.6,"Comedy, Crime, Drama",105,"UK, USA, China",English,George Clooney,"Joel Coen, Ethan Coen",Black Bear Pictures,5.7,"$25,000,000 ","$12,751,667 ",42,R,"Matt Damon, Julianne Moore, Noah Jupe, Oscar Isaac, Glenn Fleshler, Alex Hassell, Gary Basaraba, Jack Conley, Karimah Westbrook, Tony Espinosa, Sonia Gascon, Becca Beton, Inbal Amirav, Michael D. Cohen, Tim Neff, Megan Ferguson, Steve Monroe, Marah Fairclough, Dash Williams, Jessee Foudray, Carter Hastings, Ellen Crawford, Emily Goss, Diane Dehn, Steven M. Porter, Mark Leslie Ford, Paul Black, Erik Aude, Douglas Rouillard, Pamela Dunlap, Brady Allen, Hope Banks, Jeffrey Scott Basham, Tim Hooper, Jean Nasser, Sean Ormond, Samuel Marcus, Dana Rosendorff, Alessandro Delpiano, Leith M. Burke, Matthew Broadley, George Todd McLachlan, Kristi Lynn Grace, Tomas Johansson, Stephen Brown, Valeriya Matveeva, Katie Michels, Jack Fisher, Slim Khezri, Lauren Mendoza, Andrew Sykes, Nancy Daly, Lauren Burns, Andrew Boyle, Laura Penn, Nichole Eberle, Corey Allen Kotler, Emmie Ray, Mikey Effie, Dean England, Weston Mueller, Jonathan Matthew Wilson, Jamie Love, Taylor Ragan, Laura Kranz, Landon Gordon, Ethan Crenshaw, Eric Hinwood, Matt Laydon, Brett Newton, Benjamin Franczuszki, Andrew Stiko, Robert Pierce, Steve Shaw, Joseph Sanfelippo, Paul Pikus, Emily Merlin, Max Hoffmann, Jon Eiswerth, Josh Meyer, Megan Moran, Jack Buckley, Don Baldaramos, Logan Swearingen, Shannen Elise Wilson, Alexandra Goodman, Brey Chanadet, Tim Beaufoy, Frank Ferruccio, Cooper Harman, Josh Opper, Jule Johnson, Paul Riley Fox, Nathan D. Snyder, Riley Warmoth, Don Michael Perez, Brian Gilbert, Jade Willey, Nick Bishop"
52,La ragazza dei tulipani,Tulip Fever,2017,2018.9.6,"Drama, History, Romance",105,"UK, USA",English,Justin Chadwick,"Deborah Moggach, Tom Stoppard",Worldview Entertainment,6.2,"$25,000,000 ","$9,204,549 ",38,R,"Alicia Vikander, Dane DeHaan, Christoph Waltz, Holliday Grainger, Jack O'Connell, Zach Galifianakis, Judi Dench, Matthew Morrison, Tom Hollander, Cara Delevingne, Cressida Bonas, David Harewood, Kevin Mckidd, Douglas Hodge, Sebastian Armesto, Michael Nardone, Joanna Scanlan"
53,Puzzole alla riscossa,Furry Vengeance,2010,2010.5.7,"Comedy, Family",92,"USA, United Arab Emirates",English,Roger Kumble,"Michael Carnes, Josh Gilbert",Summit Entertainment,3.8,"$35,000,000 ","$36,351,945 ",23,PG,"Brendan Fraser, Brooke Shields, Matt Prokop, Skyler Samuels, Ken Jeong, Ricky Garcia, Eugene Cordero, Patrice O'Neal, Billy Bush, Angela Kinsey, Patrick O'Neal, Samantha Bee, Alice Drummond, Rick Garcia, Toby Huss, Gerry Bednob, Alexander Chance, Dee Bradley Baker"
54,"CHIPS, (dis)ordine pubblico",CHIPS,2017,2017.7.20,"Action, Comedy, Crime",100,USA,"English, Spanish",Dax Shepard,"Rick Rosner, Dax Shepard",Primate Pictures,6,"$25,000,000 ","$26,800,152 ",28,R,"Dax Shepard, Michael Peña, Adam Brody, Jessica McNamee, Kristen Bell, Ryan Hansen, Rosa Salazar, Maya Rudolph, Adam Rodriguez, Jackie Tohn, Vincent D'Onofrio, Mara Marini"
55,Ramona and Beezus,Ramona and Beezus,2010,2010.7.23,"Comedy, Drama, Family",104,USA,English,Elizabeth Allen Rosenbaum,"Laurie Craig, Nick Pustay",Fox 2000 Pictures,6.5,"$15,000,000 ","$27,293,743 ",56,G,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan, Ginnifer Goodwin, Josh Duhamel, Jason Spevack, Sierra McCormick, Sandra Oh, Kathryn Zenna, Janet Wright, Ruby Curtis, Hutch Dano, Patti Allan, D. Garnet Harding, Daniel Vasquez, Andrew McNee, Tom Pickett, Lynda Boyd, Dace Norman, George C. Wolfe, Nancy Robertson, Calista Bashuk, Eileen Barrett, Donnelly Rhodes, Ian Bruce Thompson, Brandi Alexander, Aila McCubbing, Zanti McCubbing, Miller"
56,The Ring 3,Rings,2017,2017.3.16,"Drama, Horror, Mystery",102,USA,English,F. Javier Guti�_rez,"David Loucka, Jacob Estes",Macari/Edelstein,4.5,"$25,000,000 ","$83,080,890 ",25,PG-13,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Aimee Teegarden, Bonnie Morgan, Vincent D'Onofrio, Laura Wiggins, Zach Roerig, Surely Alvelo"
57,Una bugia di troppo,A Thousand Words,2012,2012.3.9,"Comedy, Drama",91,USA,English,Brian Robbins,Steve Koren,DreamWorks,5.9,"$40,000,000 ","$24,397,992 ",26,PG-13,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, Emanuel Ragsdale, Kayla Blake, Winston J. Rocha, Bethany Dwyer, Alain Chabat, Lennie Loftin, Phil Reeves, Brian Gallivan, Steven M. Gagnon, Katheryn Cain, Eshaya Draper, Darcy Rose Byrnes, Sarah Scott Davis, Justin Robbins, Miles Robbins, Brian Norris, Jill Basey, Greg Collins, Robert Lequang, Michael G. Wilkinson, Lyndsey Nelson, Brad Michael Gilbert, Lou Saliba, John Gatins, Mitchell Fink, Edi Patterson, Emily Burton, Tracy Mulholland, Brad Keimach, Dilip Jha, Jorge _lvarez, Leonard Earl Howze, Jack McBrayer, John Witherspoon, Thierry Segall, Noel Courteblanche, Sara Holden, Jeff Kahn, Matt Winston, Daniel Hepner, Eric Archibald, Philip Pavel, Raquel Bell, Kamala Jones, Kharrison Sweeney, Daniel Saltos, Lauren Schuchman, Ted Kennedy, Jane Bartelme, Skip Richard Crank, Floyd Levine, Bunny Levine"
58,(S)ex list,What's Your Number?,2011,2011.11.4,"Comedy, Romance",106,USA,English,Mark Mylod,"Karyn Bosnak, Gabrielle Allan",Regency Enterprises,6.1,"$20,000,000 ","$30,426,096 ",35,R,"Anna Faris, Chris Evans, Ari Graynor, Blythe Danner, Ed Begley Jr., Oliver Jackson-Cohen, Heather Burns, Eliza Coupe, Kate Simses, Tika Sumpter, Joel McHale, Jacquelyn Doucette, Chris Pratt, Denise Vasi, Sondra James, Zachary Quinto, Jason Bowen, Danielle Perry, Tyler Peck, Mike Vogel, Martin Freeman, Andy Samberg, Nadine Jacobson, Colby Parsons, Thomas Lennon, Anthony Mackie, Lonnie Farmer, Ivana Milicevic, Dave Annable, Aziz Ansari, Ed Jewett, Bronwen Booth, Ben Hanson, Elio Lo Russo, Dale Place, Alyana Barbosa, Molly Goldfarb, Jack Walsh, Henry J. Grabowski"
