,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2
2952,2011,Per una vita migliore,A Better Life,2011-07-28,"Drama, Romance",98,USA,Summit Entertainment,7.2,64.0,PG-13,Demián Bichir,ACTOR IN A LEADING ROLE,False,,$,1863506,$,10000000
2959,2011,7 Lives,7 Lives,2011-10-07,"Fantasy, Thriller",100,UK,Starfish Films,3.5,,,,,,,$,51,$,2500
2964,2011,Higher Ground,Higher Ground,2012-03-01,Drama,109,USA,Authentic Management Productions,6.2,74.0,R,,,,,$,1043262,$,2000000
2966,2011,Ra.One,Ra.One,2011-10-26,"Action, Adventure, Sci-Fi",156,"India, USA",Red Chillies Entertainment,4.7,60.0,,,,,,$,35911689,$,24000000
2967,2011,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011-07-15,"Comedy, Drama",155,India,Eros International,8.1,,NR,,,,,$,5192743,INR,550000000
2969,2011,One Day,One Day,2011-11-11,"Drama, Romance",107,"USA, UK",Focus Features,7.0,48.0,PG-13,,,,One Day,$,59389433,$,15000000
2970,2011,Jensen & Jensen,Jensen & Jensen,2011-08-10,"Animation, Action, Comedy",90,Denmark,Miso Film,3.6,,,,,,,$,423322,DKK,14500000
2971,2011,L'incredibile storia di Winter il delfino,Dolphin Tale,2012-01-13,"Drama, Family",113,"Canada, USA",Alcon Entertainment,6.9,64.0,PG,,,,,$,95943453,$,37000000
2972,2011,Mia moglie per finta,Just Go with It,2011-04-01,"Comedy, Romance",117,USA,Columbia Pictures,6.4,33.0,PG-13,,,,,$,214945591,$,80000000
2977,2011,The Afflicted,The Afflicted,2011-05-08,"Horror, Thriller",85,USA,Afflicted Picturehouse,4.6,,,,,,,$,212940,$,180000
2978,2011,This is Beat - Sfida di ballo,Beat the World,2011-06-10,"Drama, Music",91,Canada,Inner City Films,4.5,,,,,,,$,933540,$,10000000
2979,2011,Loosies,Loosies,2011-11-09,"Comedy, Crime, Romance",89,USA,IFC Films,6.2,35.0,PG-13,,,,,$,36145,$,3900000
2980,2011,Pizza Maffia,Pizza Maffia,2011-02-17,Drama,110,Netherlands,IDTV Film,5.0,,,,,,,$,720416,EUR,2000000
2981,2011,Some Guy Who Kills People,Some Guy Who Kills People,2012-10-05,"Comedy, Crime, Drama",97,USA,Level 10 Films,6.4,,R,,,,,$,113,$,300000
2982,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Rooney Mara,ACTRESS IN A LEADING ROLE,False,,$,232617430,$,90000000
2983,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Rooney Mara,ACTRESS IN A LEADING ROLE,False,,$,232617430,$,90000000
2984,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Rooney Mara,ACTRESS IN A LEADING ROLE,False,,$,232617430,$,90000000
2985,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Rooney Mara,ACTRESS IN A LEADING ROLE,False,,$,232617430,$,90000000
2986,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Jeff Cronenweth,CINEMATOGRAPHY,False,,$,232617430,$,90000000
2987,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Jeff Cronenweth,CINEMATOGRAPHY,False,,$,232617430,$,90000000
2988,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Jeff Cronenweth,CINEMATOGRAPHY,False,,$,232617430,$,90000000
2989,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Jeff Cronenweth,CINEMATOGRAPHY,False,,$,232617430,$,90000000
2990,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Kirk Baxter and Angus Wall,FILM EDITING,True,,$,232617430,$,90000000
2991,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Kirk Baxter and Angus Wall,FILM EDITING,True,,$,232617430,$,90000000
2992,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Kirk Baxter and Angus Wall,FILM EDITING,True,,$,232617430,$,90000000
2993,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Kirk Baxter and Angus Wall,FILM EDITING,True,,$,232617430,$,90000000
2994,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Ren Klyce,SOUND EDITING,False,,$,232617430,$,90000000
2995,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Ren Klyce,SOUND EDITING,False,,$,232617430,$,90000000
2996,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Ren Klyce,SOUND EDITING,False,,$,232617430,$,90000000
2997,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,Ren Klyce,SOUND EDITING,False,,$,232617430,$,90000000
2998,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",SOUND MIXING,False,,$,232617430,$,90000000
2999,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",SOUND MIXING,False,,$,232617430,$,90000000
3000,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",SOUND MIXING,False,,$,232617430,$,90000000
3001,2011,Millennium - Uomini che odiano le donne,The Girl with the Dragon Tattoo,2012-02-03,"Crime, Drama, Mystery",158,"USA, Sweden, Norway",Columbia Pictures,7.8,71.0,R,"David Parker, Michael Semanick, Ren Klyce and Bo Persson",SOUND MIXING,False,,$,232617430,$,90000000
3004,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,Production Design: Rick Carter; Set Decoration: Lee Sandales,ART DIRECTION,False,War Horse,$,177584879,$,66000000
3005,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,Janusz Kaminski,CINEMATOGRAPHY,False,War Horse,$,177584879,$,66000000
3006,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,John Williams,MUSIC (Original Score),False,War Horse,$,177584879,$,66000000
3007,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,"Steven Spielberg and Kathleen Kennedy, Producers",BEST PICTURE,False,War Horse,$,177584879,$,66000000
3008,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,Richard Hymns and Gary Rydstrom,SOUND EDITING,False,War Horse,$,177584879,$,66000000
3009,2011,War Horse,War Horse,2012-02-17,"Action, Adventure, Drama",146,"USA, India",DreamWorks,7.2,72.0,PG-13,"Gary Rydstrom, Andy Nelson, Tom Johnson and Stuart Wilson",SOUND MIXING,False,War Horse,$,177584879,$,66000000
3011,2011,Burning Man,Burning Man,2011-11-17,"Drama, Romance",110,"UK, Australia",Archer Street Productions,6.4,53.0,NR,,,,,$,147153,AUD,9000000
3012,2011,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011-09-16,"Comedy, Drama, Romance",118,USA,Carousel Productions (II),7.4,68.0,PG-13,,,,,$,145051197,$,50000000
3014,2011,A Dangerous Method,A Dangerous Method,2011-09-30,"Biography, Drama, Romance",99,"UK, Germany, Canada, USA",Recorded Picture Company (RPC),6.4,76.0,R,,,,,$,30519436,EUR,15000000
3016,2011,Kinyarwanda,Kinyarwanda,2011-01-24,"Drama, History, Romance",100,"USA, France",Blok Box IMG,6.7,69.0,NR,,,,,$,35412,$,400000
3019,2011,Late Bloomers,Late Bloomers,2011-07-13,Drama,95,"France, Belgium, UK",Les Films du Worso,5.7,53.0,NR,,,,,$,1399101,EUR,3500000
3023,2011,Little Big Panda,Little Big Panda,2011-02-03,Animation,88,"Germany, China, Spain, Luxembourg, France, Belgium, Brazil",Angels Avenue,5.2,,,,,,,$,7812864,EUR,7500000
3024,2011,Mijn Opa de Bankrover,Mijn Opa de Bankrover,2011-02-09,"Comedy, Family",90,Netherlands,Lemming Film,6.0,,,,,,,$,1385970,EUR,2800000
3026,2011,Il dilemma,The Dilemma,2011-05-20,"Comedy, Drama",111,USA,Universal Pictures,5.3,46.0,PG-13,,,,,$,69721966,$,70000000
3028,2011,Freerunner - Corri o muori,Freerunner,2012-07-13,Action,87,USA,Vitamin A Films,3.6,,,,,,,$,224236,$,5000000
3030,2011,Fenster zum Sommer,Fenster zum Sommer,2011-11-03,"Drama, Fantasy",96,"Germany, Finland",Zentropa International,6.4,,,,,,,$,280408,EUR,3200000
3033,2011,Big Fat Gypsy Gangster,Big Fat Gypsy Gangster,2011-09-14,"Action, Comedy, Crime",91,UK,Bulla The Movie,3.5,,,,,,,$,753,GBP,1300000
3040,2011,The Good Doctor,The Good Doctor,2012-08-31,"Drama, Thriller",91,USA,Code Red,5.5,52.0,PG-13,,,,,$,51017,$,6000000
3043,2011,L'amore all'improvviso - Larry Crowne,Larry Crowne,2011-10-28,"Comedy, Drama, Romance",98,"USA, France",Universal Pictures,6.1,41.0,PG-13,,,,,$,75055070,$,30000000
3046,2011,Vicky e il tesoro degli dei,Wickie auf großer Fahrt,2011-09-29,"Action, Adventure, Comedy",96,Germany,Rat Pack Filmproduktion,5.4,,,,,,,$,20796153,EUR,11000000
3048,2011,Machine Gun Preacher,Machine Gun Preacher,2011-11-02,"Action, Biography, Crime",129,USA,Relativity Media,6.8,43.0,R,,,,,$,3338690,$,30000000
3051,2011,Bruna Surfistinha,Bruna Surfistinha,2016-06-03,"Biography, Drama",131,Brazil,Damasco Filmes,6.1,,,,,,,$,12380488,BRL,4000000
3052,2011,A casa con Jeff,"Jeff, Who Lives at Home",2012-05-11,"Comedy, Drama",83,USA,Indian Paintbrush,6.5,60.0,,,,,,$,4704757,$,10000000
3053,2011,Sleeping Beauty,Sleeping Beauty,2011-06-23,"Drama, Romance, Thriller",101,Australia,Screen Australia,5.3,57.0,G,,,,Sleeping Beauty,$,408680,AUD,3000000
3054,2011,Sleeping Beauty,Sleeping Beauty,2011-06-23,"Drama, Romance, Thriller",101,Australia,Screen Australia,5.3,57.0,NR,,,,Sleeping Beauty,$,408680,AUD,3000000
3064,2011,The Innkeepers,The Innkeepers,2012-03-08,"Drama, Horror, Mystery",101,USA,Dark Sky Films,5.4,64.0,R,,,,,$,1178831,$,750000
3067,2011,Babycall,Babycall,2012-08-31,"Horror, Thriller",96,"Norway, Germany, Sweden",4 1/2 Film,5.7,,,,,,,$,1417397,NOK,25000000
3068,2011,Fast & Furious 5,Fast Five,2011-05-04,"Action, Adventure, Crime",130,"USA, Brazil, Japan",Universal Pictures,7.3,66.0,PG-13,,,,,$,626137675,$,125000000
3069,2011,Soul Surfer,Soul Surfer,2011-04-08,"Biography, Drama, Family",112,USA,Enticing Entertainment,7.0,53.0,PG,,,,,$,47120948,$,18000000
3071,2011,Contagion,Contagion,2011-09-09,"Action, Drama, Thriller",106,"United Arab Emirates, USA",Warner Bros.,6.7,70.0,PG-13,,,,,$,136515867,$,60000000
3072,2011,Capodanno a New York,New Year's Eve,2011-12-23,"Comedy, Romance",118,USA,New Line Cinema,5.7,22.0,PG-13,,,,,$,142044638,$,56000000
3074,2011,Abduction - Riprenditi la tua vita,Abduction,2011-10-07,"Action, Mystery, Thriller",106,USA,Lionsgate,5.1,25.0,PG-13,,,,,$,82087155,$,35000000
3076,2011,The Eye of the Storm,The Eye of the Storm,2011-09-01,Drama,114,Australia,Paper Bark Films Pty. Ltd.,6.1,55.0,NR,,,,,$,2104689,AUD,15000000
3081,2011,The Grey,The Grey,2012-12-05,"Action, Adventure, Drama",117,USA,Open Road Films (II),6.8,64.0,R,,,,,$,79781695,$,25000000
3082,2011,Albert Nobbs,Albert Nobbs,2012-02-10,"Drama, Romance",113,"UK, Ireland, France, USA",Mockingbird Pictures,6.7,57.0,R,Glenn Close,ACTRESS IN A LEADING ROLE,False,,$,7532259,$,8000000
3083,2011,Albert Nobbs,Albert Nobbs,2012-02-10,"Drama, Romance",113,"UK, Ireland, France, USA",Mockingbird Pictures,6.7,57.0,R,Janet McTeer,ACTRESS IN A SUPPORTING ROLE,False,,$,7532259,$,8000000
3084,2011,Albert Nobbs,Albert Nobbs,2012-02-10,"Drama, Romance",113,"UK, Ireland, France, USA",Mockingbird Pictures,6.7,57.0,R,"Martial Corneville, Lynn Johnston and Matthew W. Mungle",MAKEUP,False,,$,7532259,$,8000000
3085,2011,Prom - Ballo di fine anno,Prom,2011-04-29,"Comedy, Drama, Family",104,USA,Rickshaw Productions,5.4,50.0,PG,,,,,$,10702246,$,8000000
3086,2011,Vares - Pahan suudelma,Vares - Pahan suudelma,2011-01-06,"Crime, Drama, Mystery",94,Finland,Solar Films,6.0,,,,,,,$,2587512,EUR,1400000
3089,2011,Il monaco,Le moine,2011-07-13,"Drama, Mystery, Thriller",101,"Spain, France",Diaphana Films,5.8,56.0,,,,,,$,1809527,EUR,11000000
3091,2011,Midnight in Paris,Midnight in Paris,2011-12-02,"Comedy, Fantasy, Romance",96,"Spain, USA, France",Mediapro,7.7,81.0,PG-13,Production Design: Anne Seibel; Set Decoration: Hélène Dubreuil,ART DIRECTION,False,,$,153959590,$,17000000
3092,2011,Midnight in Paris,Midnight in Paris,2011-12-02,"Comedy, Fantasy, Romance",96,"Spain, USA, France",Mediapro,7.7,81.0,PG-13,Woody Allen,DIRECTING,False,,$,153959590,$,17000000
3093,2011,Midnight in Paris,Midnight in Paris,2011-12-02,"Comedy, Fantasy, Romance",96,"Spain, USA, France",Mediapro,7.7,81.0,PG-13,"Letty Aronson and Stephen Tenenbaum, Producers",BEST PICTURE,False,,$,153959590,$,17000000
3094,2011,Midnight in Paris,Midnight in Paris,2011-12-02,"Comedy, Fantasy, Romance",96,"Spain, USA, France",Mediapro,7.7,81.0,PG-13,Written by Woody Allen,WRITING (Original Screenplay),True,,$,153959590,$,17000000
3096,2011,The Last Ride,The Last Ride,2012-06-22,"Biography, Drama, Music",102,USA,Mozark Productions,5.8,45.0,PG-13,,,,,$,27000,$,9000000
3100,2011,Mai wei,Mai wei,2011-12-22,"Action, Drama, War",137,South Korea,Directors,7.7,30.0,,,,,,$,16653488,KRW,30000000000
3101,2011,Roskisprinssi,Roskisprinssi,2011-07-29,"Comedy, Drama, Romance",100,"Finland, Norway",Flimmer Film,5.5,,,,,,,$,329613,EUR,1647579
3105,2011,Iris,Iris,2011-08-26,"Drama, Family, History",85,"Finland, Sweden",Långfilm Productions Finland Oy,5.8,,R,,,,,$,122370,EUR,2350000
3106,2011,Iris,Iris,2011-08-26,"Drama, Family, History",85,"Finland, Sweden",Långfilm Productions Finland Oy,5.8,,PG-13,,,,,$,122370,EUR,2350000
3107,2011,Jag saknar dig,Jag saknar dig,2011-08-19,Drama,125,"Finland, Sweden",Filmpool Nord,6.0,,,,,,,$,1203153,EUR,1966940
3108,2011,PiraMMMida,PiraMMMida,2011-04-07,"Crime, Drama",105,Russia,Leopolis,6.5,,,,,,,$,1290637,$,2200000
3109,2011,Pussikaljaelokuva,Pussikaljaelokuva,2011-09-02,"Comedy, Drama",80,Finland,Kinotar,5.4,,,,,,,$,957694,EUR,1152065
3114,2011,Language of a Broken Heart,Language of a Broken Heart,2013-06-07,"Comedy, Romance",100,USA,Bridgeman Rock,5.8,33.0,,,,,,$,40645,$,350000
3115,2011,Superclásico,Superclásico,2011-03-17,Comedy,99,Denmark,Nimbus Film Productions,6.4,,,,,,,$,2701266,DKK,18400000
3119,2011,Absentia,Absentia,2013-04-11,"Drama, Horror, Mystery",87,USA,FallBack Plan Productions,5.8,,R,,,,,$,8555,$,70000
3123,2011,A Heartbeat Away,A Heartbeat Away,2011-03-17,"Comedy, Musical",91,Australia,Pictures in Paradise,4.5,,,,,,,$,44044,AUD,8000000
3125,2011,La musica che non ti ho detto,The Music Never Stopped,2011-10-27,"Drama, Music",105,USA,Essential Pictures,7.5,60.0,PG,,,,,$,342202,$,4000000
3129,2011,Headhunters,Hodejegerne,2011-08-26,"Action, Crime, Thriller",96,"Norway, Sweden, Denmark, Germany",Yellow Bird,7.5,72.0,,,,,Hodejegerne,$,18962444,NOK,30300000
3131,2011,Margin Call,Margin Call,2012-05-18,"Drama, Thriller",107,USA,Before The Door Pictures,7.1,76.0,R,Written by J.C. Chandor,WRITING (Original Screenplay),False,,$,19504039,$,3500000
3133,2011,Alvin Superstar 3 - Si salvi chi può!,Alvin and the Chipmunks: Chipwrecked,2012-01-03,"Animation, Adventure, Comedy",87,USA,Fox 2000 Pictures,4.3,24.0,G,,,,,$,342695435,$,75000000
3135,2011,Los inadaptados,Los inadaptados,2011-03-28,"Comedy, Drama",107,Mexico,"Güeros Films, Los",6.6,,,,,,,$,155097,MXN,14000000
3136,2011,J. Edgar,J. Edgar,2012-01-04,"Biography, Drama, Romance",137,USA,Imagine Entertainment,6.5,59.0,R,,,,,$,84920539,$,35000000
3140,2011,Un amore di gioventù,Un amour de jeunesse,2012-06-22,"Drama, Romance",110,"France, Germany",Les Films Pelléas,6.6,80.0,,,,,,$,514913,EUR,3600000
3143,2011,Break My Fall,Break My Fall,2011-07-22,"Drama, Romance",107,UK,65 Wilding Films,3.7,,,,,,,$,2372,GBP,50000
3149,2011,30 Minutes or Less,30 Minutes or Less,2011-10-21,"Action, Comedy, Crime",83,USA,Columbia Pictures,6.1,49.0,R,,,,,$,40662632,$,28000000
3150,2011,A Million Colours,A Million Colours,2012-04-26,Drama,115,"South Africa, Canada",Clover Leaf Films,6.6,,,,,,,$,55532,$,6000000
3151,2011,Final Destination 5,Final Destination 5,2011-10-07,"Horror, Thriller",92,"USA, Canada",New Line Cinema,5.8,50.0,R,,,,,$,157887643,$,40000000
3161,2011,Young Adult,Young Adult,2012-03-09,"Comedy, Drama",94,USA,Paramount Pictures,6.2,71.0,R,,,,,$,22939027,$,12000000
3169,2011,Touchback,Touchback,2012-04-13,"Drama, Family, Fantasy",118,USA,Freedom Films,6.5,56.0,PG-13,,,,,$,204232,$,5000000
3170,2011,Ronal Barbaren,Ronal Barbaren,2011-09-29,"Animation, Adventure, Comedy",89,Denmark,Det Danske Filminstitut,6.6,,,,,,,$,2403409,DKK,18000000
3171,2011,7 Khoon Maaf,7 Khoon Maaf,2011-02-18,"Drama, Mystery, Thriller",137,India,UTV Motion Pictures,6.1,,,,,,,$,365672,$,4770000
3179,2011,Courageous - In lotta per capire,Courageous,2011-09-30,"Drama, Fantasy",129,USA,TriStar Pictures,7.0,42.0,PG-13,,,,Courageous,$,35185884,$,2000000
3180,2011,Syvälle salattu,Syvälle salattu,2011-10-07,"Drama, Thriller",105,Finland,Matila Röhr Productions (MRP),5.4,,,,,,,$,386919,EUR,1400000
3186,2011,Amici di letto,Friends with Benefits,2011-10-14,"Comedy, Romance",109,USA,Screen Gems,6.5,63.0,,,,,,$,149542245,$,35000000
3189,2011,Shark Night - Il lago del terrore,Shark Night 3D,2011-09-02,"Horror, Thriller",90,USA,Incentive Filmed Entertainment,4.0,22.0,PG-13,,,,,$,41363927,$,25000000
3190,2011,Intruders,Intruders,2011-10-07,"Fantasy, Horror, Thriller",100,"USA, UK, Spain",Antena 3 Films,5.4,45.0,R,,,,,$,5486559,EUR,10000000
3191,2011,Intruders,Intruders,2011-10-07,"Fantasy, Horror, Thriller",100,"USA, UK, Spain",Antena 3 Films,5.4,45.0,R,,,,,$,5486559,EUR,10000000
3192,2011,Johnny English - La rinascita,Johnny English Reborn,2011-10-28,"Action, Adventure, Comedy",101,"UK, France, USA",Universal Pictures,6.3,46.0,PG,,,,,$,160078586,$,45000000
3193,2011,Violet & Daisy,Violet & Daisy,2013-06-06,"Action, Comedy, Crime",88,USA,Magic Violet,6.1,43.0,R,,,,,$,108139,$,8000000
3199,2011,In Time,In Time,2012-02-17,"Action, Sci-Fi, Thriller",109,USA,Regency Enterprises,6.7,53.0,PG-13,,,,,$,173930596,$,40000000
3200,2011,Quell'idiota di nostro fratello,Our Idiot Brother,2012-07-04,"Comedy, Drama",90,USA,Big Beach Films,6.4,60.0,R,,,,,$,25804448,$,5000000
3205,2011,Hobo with a Shotgun,Hobo with a Shotgun,2011-05-12,"Action, Comedy, Horror",86,Canada,Rhombus Media,6.1,55.0,,,,,,$,748453,$,3000000
3206,2011,Amore e altri guai,Jumping the Broom,2011-07-29,"Comedy, Drama",112,USA,TriStar Pictures,5.7,56.0,PG-13,,,,,$,38158601,$,6600000
3209,2011,Rampart,Rampart,2013-11-07,"Crime, Drama",108,USA,Lightstream Entertainment,5.8,70.0,R,,,,,$,1567905,$,12000000
3211,2011,Tre uomini e una pecora,A Few Best Men,2012-02-10,"Comedy, Romance",97,"Australia, UK",Screen Australia,5.7,,NR,,,,,$,15521362,AUD,14000000
3215,2011,Terraferma,Terraferma,2011-09-07,Drama,88,"Italy, France",Cattleya,6.8,57.0,R,,,,,$,2343302,EUR,9150000
3217,2011,Chez Gino,Chez Gino,2011-03-30,Comedy,100,"France, Belgium",Fidélité Films,4.7,,,,,,,$,661084,EUR,7000000
3218,2011,Derrière les murs,Derrière les murs,2011-07-06,"Drama, Horror, Mystery",90,France,Sombrero Films,4.3,,,,,,,$,950758,EUR,3700000
3220,2011,Urban Explorer,Urban Explorer,2011-10-20,"Horror, Thriller",94,Germany,Papermoon Films,5.2,,,,,,,$,186276,$,3000000
3224,2011,Denjin Zabôgâ,Denjin Zabôgâ,2011-10-15,"Action, Sci-Fi",114,Japan,Denjin Zaborger Film Partners,6.4,,,,,,,$,162288,$,3000000
3225,2011,Four,Four,2011-10-21,Thriller,85,UK,Oh My! Productions,4.2,,R,,,,,$,1198,GBP,500000
3233,2011,The Double,The Double,2012-03-09,"Action, Drama, Thriller",98,"USA, United Arab Emirates",Hyde Park Entertainment,5.9,37.0,PG-13,,,,,$,4729855,$,13500000
3234,2011,The Double,The Double,2012-03-09,"Action, Drama, Thriller",98,"USA, United Arab Emirates",Hyde Park Entertainment,5.9,37.0,R,,,,,$,4729855,$,13500000
3237,2011,The Tapes,The Tapes,2011-09-23,Horror,80,UK,Darkside Pictures,3.2,,,,,,,$,880,GBP,100000
3239,2011,Il primo amore di Anne,Jørgen + Anne = sant,2011-02-25,"Family, Mystery",83,Norway,Cinenord Spillefilm,6.9,,,,,,,$,2221278,NOK,18000000
