title,year,date_published,genre,duration,country,language,director,writer,avg_vote,budget,worldwide_gross_income,metascore,content_rating,actors,genre_first,genre2,month,season,director_power,book_label,production_power,actor1,actor2,actor3,actor4,actor5,writer1,writer2,director1,director2,title,genre,worldwide_gross_income,budget,ROI,actor_power in oscar,writer_power in oscar,director_power in oscar,G,NC17,PG,PG-13,R,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Horror,Music,Mystery,Romance,Sci-Fi,Thriller,Fall,Spring,Summer,Winter
Wonder Woman,2017,2017-06-01,"Action, Adventure, Fantasy",141,"USA, China, Hong Kong","English, German, Dutch, French, Spanish, Chinese, Greek, Ancient (to 1453), North American Indian",Patty Jenkins,"Allan Heinberg, Zack Snyder",7.4,149000000,821847012,76,PG-13,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston, David Thewlis, Saïd Taghmaoui, Ewen Bremner, Eugene Braverock, Elena Anaya, Lucy Davis, Lilly Aspell, Lisa Loven Kongsli, Ann J. Wolfe, Ann Ogbomo, Emily Carey, James Cosmo, Wolf Kahler, Alexander Mercury, Martin Bishop, Flora Nicholson, Pat Abernethy, Freddy Elletson, Sammy Hayman, Michael Tantrum, Philippe Spall, Edward Wolstenholme, Ian Hughes, Marko Leht, Steffan Rhodri, Andrew Byron, Dominic Kinnaird, Rachel Pickup, Ulli Ackermann, Frank Allen Forbes, Peter Stark, Rainer Bock, Jennie Eggleton, Josh Bromley, Eva Dabrowski, Harvey James, Danielle Lewis, Florence Kasumba, Eleanor Matsuura, Josette Simon, Doutzen Kroes, Hayley Warnes, Caitlin Burles, Jemma Moore, Samantha Jo, Brooke Ence, Madeleine Vall Beijner, Hari James, Jacqui-Lee Pryce, Betty Adewole, Caroline Maria Winberg, Lizzie Bowden, Kattreya Scheurer-Smith, Sharmina Harrower, Rekha Elizabeth Luther, Thaina Oliveira, Zinnia Kumar, Toma McDonagh, Amber Doyle, Freddy Carter, Fred Ferguson, Tim Pritchett, Gana Bayarsaikhan, Camilla Roholm, Stephanie Haymes-Roven, Nia Burke",Action,"['Action', 'Adventure', 'Fantasy']",Jun,Summer,821847012,0,18585852641,Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright, Danny Huston,Allan Heinberg, Zack Snyder,Patty Jenkins,,Auguri per la tua morte,"Horror, Mystery, Thriller",125479266,4800000,2614.1513750000004,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42 - La vera storia di una leggenda americana,2013,2013-04-12,"Biography, Drama, Sport",128,USA,English,Brian Helgeland,Brian Helgeland,7.5,40000000,97470701,62,PG-13,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman, Lucas Black, André Holland, Hamish Linklater, Alan Tudyk, T.R. Knight, John C. McGinley, Toby Huss, Max Gail, Brad Beyer, James Pickens Jr., Gino Anthony Pesi, Brett Cullen, Jesse Luken, Jamey Holliday, Derek Phillips, Jamie Ruehling, Blake Sanders, Johnny Knight, Clint O'Brien, Dusan Brown, Cherise Boothe, Friedel Pinkston, Linc Hand, Thomas Helgeland, Matt Clark, Peter Mackenzie, Joe Inscoe, Karole Foreman, Monnae Michaell, C.J. Nitkowski, Scott Callaway, Aaron Farb, James Rackley, Anthony Goolsby, Lou Criscuolo, Ross Hughes, Joe Knezevich, Mark Harelik, Kenny Cook, Rhoda Griffis, Dan Fenlan, Maury Covington, Henry Friedman, Jon Kohler, Marc Gowan, Jackson Walker, Danny Vinson, Ari Blinder, William Flaman, David Sweeney, Denise Moye, Peter Jurasik, Dan Mengini, Michael H. Cole, Janet Metzger, Holden Hansen, Dax Griffin, Jayson Warner Smith, Jeremy Taylor, Christopher Harvey, Kelley Jakle, Jud Tylor, Tobias Michael Finn, Ercell Grimes, Dwight Houser, Barry Suttle, Andrew B. Roberts, Jimmie L. Coleman, Steve Hicks, Wayne Hickey, Andrew Mullins, Dennis A. Spears, Gary Miller, Todd Wilson, David Thoms, Richard Tavernaro, Hunter Clowdus",Biography,"['Biography', 'Drama', 'Sport']",Apr,Spring,140443695,0,18585852641,Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni, Ryan Merriman,Brian Helgeland,,Brian Helgeland,,Your Sister's Sister,"Comedy, Drama, Romance",3242802,125000,2594.2416000000003,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vita di Pi,2012,2012-12-20,"Adventure, Drama, Fantasy",127,"USA, Taiwan, UK, Canada","Arabic, English, Tamil, French, Japanese, Hindi, Chinese",Ang Lee,"Yann Martel, David Magee",7.9,120000000,609016565,79,PG,"Suraj Sharma, Irrfan Khan, Tabu, Gérard Depardieu, Adil Hussain, Ayush Tandon, Rafe Spall, Bombay Jayashri",Adventure,"['Adventure', 'Drama', 'Fantasy']",Dec,Winter,813417065,1,3220110091,Suraj Sharma, Irrfan Khan, Tabu, Gérard Depardieu, Adil Hussain,Yann Martel, David Magee,Ang Lee,,Halloween,"Crime, Horror, Thriller",255485178,10000000,2554.85178,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
La citt verr distrutta all'alba,2010,2010-04-23,"Horror, Thriller",101,"USA, United Arab Emirates",English,Breck Eisner,"Scott Kosar, Ray Wright",6.5,20000000,54806823,56,R,"Timothy Olyphant, Radha Mitchell, Joe Anderson (VI), Danielle Panabaker, Christie Lynn Smith, Brett Rickaby, Preston Bailey, John Aylward, Joe Reegan, Glenn Morshower, Larry Cedar, Gregory Sporleder, Mike Hickman, Lisa K. Wyatt, Justin Welborn, Chet Grissom, Tahmus Rounds, Brett Wagner, Alex Van, Tony Winters, Frank Hoyt Taylor, Justin Miles, Marian Green, E. Roger Mitchell, Michael Cole, Mark Oliver, Lynn Lowry, Chris Carnel, Jimmy Waitman, Jay Pearson, Kathryn Kim, Adam Dingeman, Megan Hensley, Megan Hensely, Lori Beth Edgeman, Ann Roth, Michael ""Mickey"" Cole, Elizabeth Barrett, Rachel Storey, Bruce Aune, Jacqueline Sherrard, Pierre Gagnon, Mary Lynn Owen, Pierce Gagnon, Matthew Lintz, Wilbur Fitzgerald",Horror,"['Horror', 'Thriller']",Apr,Spring,201743733,0,81900415,Timothy Olyphant, Radha Mitchell, Joe Anderson (VI), Danielle Panabaker, Christie Lynn Smith,Scott Kosar, Ray Wright,Breck Eisner,,Il cigno nero,"Drama, Thriller",329398046,13000000,2533.831123076923,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Equalizer - Il vendicatore,2014,2014-10-09,"Action, Crime, Thriller",132,USA,"English, Russian, Spanish",Antoine Fuqua,"Richard Wenk, Michael Sloan",7.2,55000000,192330738,57,R,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Bill Pullman, Melissa Leo, Haley Bennett, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike P. O'Dea, Anastasia Mousis, Allen Maldonado, Chris Lemieux, Mike Morrell, Matt Lasky, Shawn Fitzgibbon, Vitaliy Shtabnoy, Timothy John Smith, Timothy Smith, Robert Wahlberg, Steve Sweeney, Owen Burke, Luz Sanchez, John Romualdi, Johnny Messner, Patrick Coppola, William Xifaras, Jenny Johnson, Peter Haydu, Tait Fletcher, Mark Stefanich, Dan Bilzerian, Matthew Leonard, Elisala Baker, Yan Dron",Action,"['Action', 'Crime', 'Thriller']",Oct,Fall,616932402,0,14480294208,Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Bill Pullman,Richard Wenk, Michael Sloan,Antoine Fuqua,,Le armi del cuore,Drama,73256266,3000000,2441.8755333333334,2.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Captain America - Il primo Vendicatore,2011,2011-07-22,"Action, Adventure, Sci-Fi",124,USA,"English, Norwegian, French",Joe Johnston,"Christopher Markus, Stephen McFeely",6.9,140000000,370569774,66,PG-13,"Chris Evans, Tommy Lee Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan, Dominic Cooper, Richard Armitage, Stanley Tucci, Samuel L. Jackson, Toby Jones, Neal McDonough, Derek Luke, Kenneth Choi, J.J. Feild, Bruno Ricci, Lex Shrapnel, Michael Brandon, Martin T. Sherman, Natalie Dormer, Oscar Pearce, William Hope, Nicholas Pinnock, Marek Oravec, David Bradley, Leander Deeny, Sam Hoare, Simon Kunz, Kieran O'Connor, Jenna-Louise Coleman, Sophie Colouhoun, Doug Cockle, Ben Batt, Mollie Fitzgerald, Damon J. Driver, David McKail, Amanda Walker, Richard Freeman, Katherine Press, Sergio Corvino, Sergio Covino, Marcello Walton, Vincent Montuel, Fabrizio Santino, Maxwell Newman, Anatole Taubman, Jan Pohl, Erich Redman, Rosanna Hoult, Naomi Slights, Kirsty Mather, Megan Sanderson, Darren Simpson, Fernanda Toker, Laura Haddock, James Payton, Ronan Raftery, Nick Hendrix, Luke Allen-Gale, Jack Gordon, Ben Uttley, Kevin Millington, Patrick Monckeberg, Peter Stark, Amanda Righetti, Isobel Griffiths, Alan Silvestri",Action,"['Action', 'Adventure', 'Sci-Fi']",Jul,Summer,510359539,0,15651908509,Chris Evans, Tommy Lee Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan,Christopher Markus, Stephen McFeely,Joe Johnston,,Ghost Movie,"Comedy, Fantasy, Horror",60159584,2500000,2406.38336,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Non buttiamoci gi�,2014,2014-03-20,"Comedy, Drama",96,"UK, Germany",English,Pascal Chaumeil,"Nick Hornby, Jack Thorne",6.4,12000000,7257942,34,R,"Pierce Brosnan, Toni Collette, Aaron Paul, Imogen Poots, Rosamund Pike, Sam Neill, Zara White, Josef Altin, Diana Kent, Shola Adewusi, Enrique Arce, Tuppence Middleton, Christos Tolera, Leo Bill, Honey Epstein",Comedy,"['Comedy', 'Drama']",Mar,Spring,7257942,1,69334083,Pierce Brosnan, Toni Collette, Aaron Paul, Imogen Poots, Rosamund Pike,Nick Hornby, Jack Thorne,Pascal Chaumeil,,Magic Mike,"Comedy, Drama",167739368,7000000,2396.2766857142856,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Margaret,2011,2012-06-01,Drama,150,USA,English,Kenneth Lonergan,Kenneth Lonergan,6.4,14000000,564864,61,R,"Anna Paquin, Matt Damon, Mark Ruffalo, Matthew Broderick, Jean Reno, J. Smith-Cameron, Jeannie Berlin, Kieran Culkin, Rosemarie DeWitt, Sarah Steele, Olivia Thirlby, Stephen Adly Guirgis, Cyrus Hernstadt, Brittany Underwood, John Gallagher Jr., Michael Ealy, Allison Janney",Drama,['Drama'],Jun,Summer,79553012,0,1075614691,Anna Paquin, Matt Damon, Mark Ruffalo, Matthew Broderick, Jean Reno,Kenneth Lonergan,,Kenneth Lonergan,,It Follows,"Horror, Mystery, Thriller",21528593,1000000,2152.8593,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ex Machina,2014,2015-07-30,"Drama, Sci-Fi, Thriller",108,UK,English,Alex Garland,Alex Garland,7.7,15000000,36869414,78,R,"Alicia Vikander, Oscar Isaac, Domhnall Gleeson, Sonoya Mizuno, Claire Selby, Symara A. Templeman, Corey Johnson, Gana Bayarsaikhan, Tiffany Pisani, Elina Alminas, Chelsea Li",Drama,"['Drama', 'Sci-Fi', 'Thriller']",Jul,Summer,79940329,0,230998157,Alicia Vikander, Oscar Isaac, Domhnall Gleeson, Sonoya Mizuno, Claire Selby,Alex Garland,,Alex Garland,,Ouija,"Horror, Mystery, Thriller",103687316,5000000,2073.74632,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Tower Heist - Colpo ad alto livello,2011,2011-11-25,"Action, Comedy, Crime",104,USA,"English, Spanish, Chinese",Brett Ratner,"Adam Cooper, Bill Collage",6.2,75000000,152930623,59,PG-13,"Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick, Stephen McKinley Henderson, Judd Hirsch, Michael Peña, Gabourey Sidibe, Nina Arianda, Marcia Jean Kurtz, Juan Carlos Hernández, Harry O'Reilly, Peter Van Wagner, Téa Leoni, Zeljko Ivanek, Lynne Rossetto Kasper, Annika Pergament, Clem Cheung, Robert Downey Sr., Max Russell Pratts, Nathan Malnik, Spencer Malnik, Jardo Malnik, Julie Vilanova, Cynthia Patsos, Kate Upton, Marilyn Kim, Judianny Compres, Omar Nicodemo, Dylan Ratigan, Allie Woods Jr., Johnny Tran, Monika Plocienniczak, James Colby, Edward Noone, Frank Pesce, Annie Park, Christina Calph, Kevin Pariseau, Desmin Borges, Jessica Szohr, Brian Distance, Village, Les Papp II, Michael Stratton, Christopher Arocho Rivaro, Craig ""Radioman"" Castaldo, Dwight 'Heavy D' Myers, Veronika Korvin, Robert Clohessy, Jan Owen, Lucky Park, Robert Christian, Mark Philip Patrick, Paul R. Hickert, Kelvin Davis, Chris Breslin, Ty Jones, Ted Lochwyn, Madison Knopp, Troy Hall, Julie T. Pham, Bojun Wang, Juanita Howard, Bob Roseman",Action,"['Action', 'Comedy', 'Crime']",Nov,Fall,397750485,0,18598370331,Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda, Matthew Broderick,Adam Cooper, Bill Collage,Brett Ratner,,Annabelle 2: Creation,"Horror, Mystery, Thriller",306515884,15000000,2043.4392266666666,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I Puffi,2011,2011-09-16,"Animation, Adventure, Comedy",103,"USA, Belgium, Canada",English,Raja Gosnell,"J. David Stem, David N. Weiss",5.4,110000000,563749323,30,PG,"Neil Patrick Harris, Sofía Vergara, Jayma Mays, Tim Gunn, Jonathan Winters, Katy Perry, Alan Cumming, Fred Armisen, George Lopez, Paul Reubens, Anton Yelchin, Kenan Thompson, Jeff Foxworthy, John Oliver, Wolfgang Puck, Gary Basaraba, B.J. Novak, Tom Kane, John Kassir, Joel McCrary, Frank Welker, Madison McKinley, Meg Phillips, Julie Chang, Roger Clark, Mark Doherty, Minglie Chen, Sean Kenin, Victor Pagan, Mahadeo Shivraj, Adria Baratta, Paula Pizzi, Andrew Sellon, Julianna Rigoglioso, Daria Rae Figlio, Bradley Gosnell, Heidi Armbruster, Finnerty Steeves, John Speredakos, Skai Jackson, Alex Hall, Eric Redgate, Jojo Gonzalez, Scotty Dillin, Tyree Michael Simpson, Sean Ringgold, Mario D'Leon, Liz Smith, Tom Colicchio, Michael Musto, Joan Rivers, Olivia Palermo, Julia T. Enescu, Lauren Waggoner, Mr. Krinkle, Hank Azaria",Animation,"['Animation', 'Adventure', 'Comedy']",Sep,Fall,950451537,0,14480294208,Neil Patrick Harris, Sofía Vergara, Jayma Mays, Tim Gunn, Jonathan Winters,J. David Stem, David N. Weiss,Raja Gosnell,,A Quiet Place - Un posto tranquillo,"Drama, Horror, Sci-Fi",340949169,17000000,2005.5833470588236,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Professione assassino,2011,2011-08-24,"Action, Thriller",93,USA,English,Simon West,"Richard Wenk, Lewis John Carlino",6.6,40000000,76130093,49,R,"Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn, Mini Anden, Jeff Chase, James Logan, Christa Campbell, Jeffrey Chase, Eddie J. Fernandez, Joshua Bridgewater, John McConnell, Eddie Fernandez, Joel Davis, Mark Anthony Nutter, Ardy Brent Carlson, Lara Grice, Lance E. Nichols, J.D. Evermore, Ada Michelle Loridans, Linzzi Zaorski, Dawn Neufeld, Molly Rosenblatt, Bill Scharpf, John Teague, David Leitch, Jennifer Ortega, LaTeace Towns-Cuellar, Paul Abraham, David Dahlgren, Stuart Greer, Kasia Wolejnio, Larrel France, Danny Cosmo Higginbottom, Derek Schreck, Choop Hunyup",Action,"['Action', 'Thriller']",Aug,Summer,415260230,0,938892114,Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn, Mini Anden,Richard Wenk, Lewis John Carlino,Simon West,,It,Horror,701796444,35000000,2005.1326971428573,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Prince of Persia - Le sabbie del tempo,2010,2010-05-19,"Action, Adventure, Fantasy",116,USA,English,Mike Newell,"Boaz Yakin, Doug Miro",6.6,200000000,336365676,50,PG-13,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint, Toby Kebbell, Richard Coyle, Ronald Pickup, Reece Ritchie, Gísli _rn Garðarsson, Claudio Pacifico, Thomas DuPont, David Pope, Domonkos Pardanyi, Massimilano Ubaldi, Vladimir Furdik, Christopher Greet, William Foster Jr., Eilliot James Neale, Selva Rasalingham, Daud Shah, Daisy Doidge-Hill, Charlie Banks, Jesse Mathews, Rohan Siva, Dimitri Andreas, Stephen Pope, Trampas Thompson, Joseph Beddelem, Rachid Abbad, Farzana Dua Elahe, Aziz El Kibachi, Simon De Selva, Felix Augusto Quadros",Action,"['Action', 'Adventure', 'Fantasy']",May,Spring,336365676,0,25309406600,Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint,Boaz Yakin, Doug Miro,Mike Newell,,The Visit,"Horror, Mystery, Thriller",98450062,5000000,1969.00124,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ave, Cesare!",2016,2016-03-10,"Comedy, Drama, Music",106,"USA, UK, Japan",English,"Ethan Coen, Joel Coen","Joel Coen, Ethan Coen",6.3,22000000,63647656,72,PG-13,"Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill, Frances McDormand, Channing Tatum, Scarlett Johansson, Alden Ehrenreich, Christopher Lambert, Veronica Osorio, Heather Goldenhersh, Alison Pill, Max Baker, Fisher Stevens, Patrick Fischler, Tom Musgrave, David Krumholtz, Greg Baldwin, Patrick Carroll, Fred Melamed, John Bluthal, Alex Karpovsky, Aramazd Stepanian, Allan Havey, Robert Pike Daniel, Robert Picardo, Ian Blackman, Geoffrey Cantor, Robert Trebor, Michael Yama, Ming Zhao, Basil Hoffman, Luke Spencer Roberts, Ralph P. Martin, James Austin Johnson, Noah Baron, Timm Perry, Noel Conlon, Natasha Bassett, Richard Abraham, Jon Daly, Dennis Cockrum, Clancy Brown, Mather Zickel, Tiffany Lonsdale, Clement von Franckenstein, Wayne Knight, Jeff Lewis, Kyle Bornheimer, Josh Cooke, Peter Jason, Stephen Ellis, Jillian Armenante, Jacob Witkin, Jack Huston, Agyness Deyn, Emily Beecham, Benjamin Beatty, J.R. Horne, Caitlin Muelder, E.E. Bell, Kate Morgan Chadwick, Brian Michael Jones, Peter Banifaz, Clifton Samuels, K.C. Reischerl, Jeremy Davis, Marcos Ochoa, Colin Bradbury, Ryan Breslin, Tyler Hanes",Comedy,"['Comedy', 'Drama', 'Music']",Mar,Spring,348884832,0,18598370331,Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill,Joel Coen, Ethan Coen,Ethan Coen, Joel Coen,Joker,"Crime, Drama, Thriller",1074251311,55000000,1953.184201818182,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unstoppable - Fuori controllo,2010,2010-11-12,"Action, Thriller",98,USA,English,Tony Scott,Mark Bomback,6.8,100000000,167805466,69,PG-13,"Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee, Kevin Dunn, Kevin Corrigan, Kevin Chapman, Lew Temple, T.J. Miller, Jessy Schram, David Warshofsky, Andy Umberger, Elizabeth Mathis, Meagan Tandy, Dylan Bruce, Jeff Hochendoner, Ryan Ahern, Christopher Lee Philips, Kevin McClatchy, Toni Saladna, Patrick F. McDade, Bill Laing, Scott A. Martin, Richard Pelzman, Lissa Brennan, Barry Ben Sr., Carla Bianco, Keith Michael Gregory, L. Derek Leonidoff, Aisha Hinds, Khalio Walker, Gilda Estelle Chestney, Kam Bott, Kevin Bott, Max Schuler, Gretchen Bluemle, Diane Jonardi, Corey Parker Robinson, Christopher Stadulis, Alicia Murton, David Flick, Jeff Wincott, Nathan Hollabaugh, Rebecca Harris, Heather Leigh, Rick Chambers, William R. Ward III, Jennifer Boresz, Mike Clark, Tom Stoviak, Ellen Gamble, Shelby Camptella, Adrienne Wehr, Victor Gojcaj, Maxx Hennard, Joe Coyle, Dihlon McManne, Charles Van Eman, Joshua Elijah Reese, John D. Leonard, Riley Thomas Stewart, Jeremiah Fragale, Jason McCune, Adam Kroloff, Jake Andolina, Jarrod DiGiorgi, Tami Dixon, Sean Derry, Amy Arce, Matt Cates, Chase Ellison, Juan M. Fernandez, Steven Gonzales, Rick Rader, Carly Steel, Warren Sweeney, Stephen Monroe Taylor, Stephen Nelson",Action,"['Action', 'Thriller']",Nov,Fall,167805466,0,14699910437,Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee, Kevin Dunn,Mark Bomback,,Tony Scott,,Storia di un fantasma,"Drama, Fantasy, Romance",1951683,100000,1951.683,2.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Molto forte, incredibilmente vicino",2011,2012-05-23,"Adventure, Drama, Mystery",129,USA,English,Stephen Daldry,"Eric Roth, Jonathan Safran Foer",6.9,40000000,55247881,46,PG-13,James Gandolfini,Adventure,"['Adventure', 'Drama', 'Mystery']",May,Spring,55247881,0,18585852641,James Gandolfini,,,,,Eric Roth, Jonathan Safran Foer,Stephen Daldry,,Another Earth,"Drama, Romance, Sci-Fi",1938783,100000,1938.7830000000001,0.0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Tree of Life,2011,2011-05-18,"Drama, Fantasy",139,USA,English,Terrence Malick,Terrence Malick,6.8,32000000,58409247,85,PG-13,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken, Laramie Eppler, Tye Sheridan, Fiona Shaw, Jessica Fuselier, Nicolas Gonda, William Wallace, Kelly Koonce, Bryce Boudoin, Jimmy Donaldson, Will Wallace, Kameron Vaughn, Cole Cockburn, Dustin Allen, Brayden Whisenhunt, Joanna Going, Irene Bedard, Finnegan Williams, Michael Koeth, John Howell, Nicolas Gonad, Samantha Martinez, Savannah Welch, Tamara Jolaine, Julia M. Smith, Anne Nabors, Christopher Ryan, Julia Smith, Tyler Thomas, Michael Showers, Kim Whalen, Margaret Ann Hoard, Wally Welch, Hudson Long, Michael Dixon, William Hardy, Tommy Hollis, Cooper Franklin Sutherland, John Cyrier, Erma Lee Alexander, Nicholas Yedinak, Claire Oelkers, Thomas Pavlechko",Drama,"['Drama', 'Fantasy']",May,Spring,58409247,0,58409247,Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken, Laramie Eppler,Terrence Malick,,Terrence Malick,,Prossima fermata Fruitvale Station,"Biography, Crime, Drama",17385830,900000,1931.7588888888888,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ant-Man,2015,2015-08-12,"Action, Adventure, Comedy",117,USA,English,Peyton Reed,"Edgar Wright, Joe Cornish",7.3,130000000,519311965,64,PG-13,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Michael Peña, Hayley Atwell, Bobby Cannavale, Judy Greer, David Dastmalchian, Wood Harris, John Slattery, Jordi Molla, T.I., Abby Ryder Fortson, Gregg Turkington, Martin Donovan, Vanessa Ross, Sam Medina, Bari Suzuki, Joe Chrest, P.T., Rod Hallett, Kourtney Shales, Zack Duhame, Alphonso A'Qen-Aten Jackson, Christina July Kim, Carlos Aviles, Aaron Saxton, Raul Colon, Fred Galle, Jim R. Coleman, Robert Crayton, Desmond Phillips, Steven Wiig, Laidee P. Jas, Leilani Amour Arenzana, Mahal Montoya, Bradley Bowen, Adam Reeser, Chace Beck, Jessejames Locorriere, Joe Bucaro III, Etienne Vick, Erik Betts, Kimberly Tran, Michael Zovistoski, Amor Owens, Walter Hendrix, III, Joel Hebner, Jonathan Roger Neal, DuRa Brown, Erick Wofford, Neal Genys, Zamani Wilder, Teddy Williams, Chuck David Willis, Hayley Gagner, Garrett H. Dumas, Mike Benitez, Scott Ledbetter, Kylen Davis, Richard Pis, Thomas Dalby, Fernando Martínez, Jonathan S. Kennedy, Shafayat Ahmed, Jason Speer, Diego Ward, Blake Sewell, Steve Warky Nunez, Larry Kitagawa, Debi Kimsey, Cesar Mendoza, Kevin Buttimer, Benito M. Selim, Ray Benitez, Tahseen Ghauri, Bobby Ysip, Lori D. Dotson, Brian Gonzalez, Michael A. Cook, Matthew Sleepy Davis, Sean Boncato, Brian H. Kim, Ed Moye, Joseph Craig",Action,"['Action', 'Adventure', 'Comedy']",Aug,Summer,1141986104,0,856556511,Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Michael Peña,Edgar Wright, Joe Cornish,Peyton Reed,,Il segnato,"Horror, Mystery, Thriller",90894962,5000000,1817.8992399999997,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
L'ultimo dei Templari,2011,2011-06-15,"Action, Adventure, Fantasy",95,USA,"English, Latin",Dominic Sena,Bragi F. Schut,5.4,40000000,91627228,28,PG-13,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robbie Sheehan, Robert Sheehan, Christopher Lee, Kevin Rees, Andrew Hefler, Fernanda Dorogi, Rebekah Kennedy, Matt Devere, Róbert Bánlaki, Barna Illyés, Kevin Killebrew, Simone Kirby, Elen Rhys, Nick Sidi, Rory McCann, Nicola Sloane, Brian F. O'Byrne, Ada Michelle Loridans, Lisa Marie Dupree, Gergely Horpácsi, László Imre, Norbert Kovács, Zsolt Magyari, Stephen Campbell-Moore, Stephen Campbell Moore",Action,"['Action', 'Adventure', 'Fantasy']",Jun,Summer,91627228,0,843176197,Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen,Bragi F. Schut,,Dominic Sena,,Courageous - In lotta per capire,"Drama, Fantasy",35185884,2000000,1759.2942,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
